n°UAI de l'établissement;Libellé de l'établissement;Région;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études ;Part en emploi 6 mois après la sortie ;Part des autres situations 
0561994N;CFA du CH Centre-Bretagne Pontivy;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0562005A;CFA du Groupe AFTEC - Vannes;BRETAGNE;50;75;69;6;50;37;13
0562011G;CFA de l'ENVSN - Saint-Pierre Quiberon;BRETAGNE;37;50;62;-12;37;31;32
0562012H;CFA de Familles Rurales de Bretagne;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0562018P;ESCAM Lorient;BRETAGNE;55;nd;nd;nd;55;32;13
0562019R;CFA Ecole supérieure privée du sanitaire et du social - Vannes;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0562023V;CFA Angèle-Mérici Vannes;BRETAGNE;47;nd;nd;nd;47;38;15
0562037K;CFA Cours Charmey Vannes;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0562039M;CFA Agora Services - Lorient;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0562047W;CFA du Groupe AFTEC Vannes;BRETAGNE;50;63;67;-4;50;32;18
0572201H;Organisme de formation-Centre de formation d'apprentis Campus des Métiers de Moselle de Metz;GRAND EST;42;65;65;1;42;38;20
0572726D;Site de formation d'apprentis Ecole Pratique des Métiers de Thionville;GRAND EST;44;58;65;-6;44;33;23
0572742W;Site de formation d'apprentis Camille Weis de Forbach;GRAND EST;37;63;69;-5;37;40;23
0572820F;Organisme de formation-Centre de formation d'apprentis du BTP de Moselle à Montigny-les-Metz;GRAND EST;38;68;72;-3;38;43;19
0572998Z;Greta Lorraine Est;GRAND EST;40;65;66;-1;40;39;21
0573003E;Greta Lorraine Nord;GRAND EST;35;67;66;0;35;43;22
0573212G;Organisme de formation-Centre de formation d'apprentis de la CCI de Moselle à Metz;GRAND EST;39;74;72;2;39;45;16
0573246U;CFA de la Moselle;GRAND EST;35;61;70;-9;35;40;25
0573680R;Site de l'Institut de formation-CFA ARTEMYS de Metz;GRAND EST;26;59;63;-4;26;43;31
0573727S;IFIDE SUP-FORMATION Metz;GRAND EST;42;19;31;-12;42;11;47
0573746M;BPC-ESC;GRAND EST;49;74;70;4;49;38;13
0573753V;Ecole des Métiers du Commerce EST MULTICOM Metz;GRAND EST;36;51;63;-12;36;33;31
0573766J;Institut Français des Affaires;GRAND EST;53;68;65;3;53;32;15
0573773S;Organisme de formation-Centre de formation dapprentis Négociance Business School de Metz;GRAND EST;63;nd;nd;nd;63;22;15
0573781A;Institut des sciences de l'environnement et de la qualité de Metz;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0573782B;Ecole supérieure d'informatique Metz;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0573783C;Organisme de formation-Centre de formation d apprentis d'ISEAH Formation de Metz;GRAND EST;2;64;58;6;2;62;36
0573790K;Organisme de formation-Centre de formation dapprentis DG BOOST de Le-Ban-Saint-Martin;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0573800W;Organisme de formation-Centre de formation d'apprentis PAGE SARL;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0573802Y;Organisme de formation-Centre de formation d'apprentis du Campus des Métiers Grand-Est de Metz;GRAND EST;45;63;64;-1;45;35;20
0573803Z;Organisme de formation-Centre de formation d apprentis AFLOR ACTIMUM de METZ;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0580555N;CAMPUS METIERS MARZY;BOURGOGNE-FRANCHE-COMTE;46;59;64;-5;46;32;22
0580639E;Bâtiment CFA Bourgogne Franche-Comté Site Marzy;BOURGOGNE-FRANCHE-COMTE;44;65;68;-3;44;36;20
0580739N;CFA de la Nièvre;BOURGOGNE-FRANCHE-COMTE;39;66;68;-2;39;40;21
0580788S;CFPPA du Morvan;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0580988J;Institut National de Formation et d'Application du Centre de Culture Ouvrière;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0593188V;Ecole d'Optique et de Lunetterie de Lille;HAUTS-DE-FRANCE;33;90;79;10;33;60;7
0593321P;CFA de la Chambre des Métiers et de l'Artisanat Hauts-de-France;HAUTS-DE-FRANCE;45;63;61;2;45;34;21
0593334D;CFA BTP-CFA Hauts-de-France - Antenne de Roubaix;HAUTS-DE-FRANCE;42;66;67;-1;42;38;20
0594576D;CFAI Nord Pas de Calais;HAUTS-DE-FRANCE;30;73;73;1;30;51;19
0594799W;Maison Familiale Rurale d'Avesnes-sur-Helpe;HAUTS-DE-FRANCE;16;47;54;-6;16;40;44
0594895A;SANTELYS ISEFORM (Institut Supérieur d'Expertise, de FOrmation et de Recherche des Métiers de la Santé) de LOOS;HAUTS-DE-FRANCE;16;86;74;12;16;73;11
0595427D;CFA ARCPP (Association Régionale des Cours Professionnels de la Pharmacie) - Siège de Villeneuve d'Ascq;HAUTS-DE-FRANCE;18;85;78;7;18;70;12
0595541C;Maison Familiale Rurale du Cateau;HAUTS-DE-FRANCE;41;78;66;12;41;46;13
0595645R;CFA les Compagnons du Devoir - la maison de Lille, Siège régional;HAUTS-DE-FRANCE;47;67;68;-1;47;36;17
0595689N;CFA Régional Agricole de GENECH;HAUTS-DE-FRANCE;33;66;67;0;33;44;23
0595773E;Maison Familiale Rurale de Haussy;HAUTS-DE-FRANCE;41;62;63;-1;41;37;22
0595821G;CFA LAHO Grand Hainaut - AULNOY-LEZ-VALENCIENNES;HAUTS-DE-FRANCE;38;63;60;3;38;39;23
0595846J;Centre de Formation d'Apprentis Spécialisé AGAP Formation (Association pour Gestion et Aide Promotion d Equipements Sociaux et Médico Sociaux);HAUTS-DE-FRANCE;47;47;53;-6;47;25;28
0596014S;CFA FORMASUP Nord - Pas de Calais;HAUTS-DE-FRANCE;68;68;63;6;68;22;10
0596268T;CFA de l'IFRIA (Institut de Formation Régional des Industries Agroalimentaires);HAUTS-DE-FRANCE;22;71;65;7;22;56;22
0596346C;CFA du CREPS Hauts-de-France (Centre de Ressources,d'Expertise et de Performance Sportive) WATTIGNIES;HAUTS-DE-FRANCE;18;71;63;8;18;58;24
0596351H;Campus Sciences-U LILLE - EFFICOM - EFAB;HAUTS-DE-FRANCE;54;66;65;1;54;30;16
0596480Y;CFA de l'ADAMSS (Association Développement Apprentissage dans les professions Médico-Soc,Sanitaires et Soc) - IRTS (Institut Rég du Travail Social);HAUTS-DE-FRANCE;22;72;63;9;22;57;21
0596691C;CFA LAHO - Métropole Lilloise ROUBAIX;HAUTS-DE-FRANCE;42;56;60;-3;42;33;25
0596792M;CFA Académique - Académie de Lille;HAUTS-DE-FRANCE;35;71;70;1;35;46;19
0596816N;CFA de l'Institut des Services à l'Environnement (ISE);HAUTS-DE-FRANCE;10;82;80;2;10;73;17
0596817P;CFA de l'AFPC (Association pour la Formation Professionnelle Continue);HAUTS-DE-FRANCE;23;76;67;8;23;58;19
0596851B;EPITECH Lille - Ecole de l'innovation et de l'expertise informatique;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0596894Y;Site de formation d'apprentis de l'OF-CFA AFI 24 (Association Formation des Industries Chimiques et Parachimiques) de LILLE;HAUTS-DE-FRANCE;58;70;74;-4;58;29;13
0596906L;ECOSUP Campus - TOURCOING;HAUTS-DE-FRANCE;42;69;62;7;42;40;18
0596907M;Institut Supérieur d'Optique;HAUTS-DE-FRANCE;53;82;76;6;53;38;9
0596995H;Campus Pro Dunkerque;HAUTS-DE-FRANCE;31;58;54;4;31;40;29
0596996J;Formation en alternace Campus pro Lille;HAUTS-DE-FRANCE;36;60;56;4;36;39;25
0597007W;Organisme de Formation ALESIA Formation (Centre de formation d'apprentis) et ALESIA Enseignement (Ecole privée d'enseignement supérieur);HAUTS-DE-FRANCE;59;68;71;-3;59;28;13
0597013C;Groupe Altenance LILLE - Alternance Nord Pas de Calais;HAUTS-DE-FRANCE;40;68;64;4;40;41;19
0597039F;Ecole du commerce PIGIER VALENCIENNES - Bruno Triay Conseil;HAUTS-DE-FRANCE;25;67;59;8;25;51;24
0597067L;CFA PROMOTRANS des Hauts de France - Groupe écoles EMTR et IEL;HAUTS-DE-FRANCE;44;58;69;-10;44;33;23
0597090L;CFA de convention Régionale Hauts de France Jean Bosco;HAUTS-DE-FRANCE;34;67;67;0;34;44;22
0597124Y;Organisme de formation-Centre de formation d'apprentis de EDO Sport Animation de MARCQ-EN-BAROEUL;HAUTS-DE-FRANCE;20;71;62;9;20;56;24
0597126A;Organisme de formation-Centre de Formation d'apprentis Génération R H (Restauration Hôtellerie) de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;24;nd;nd;nd;24;32;44
0597128C;Organisme de formation-Centre de formation d'apprentis de l'AFA Altern'Emploi de COUDEKERQUE-BRANCHE;HAUTS-DE-FRANCE;29;56;58;-2;29;40;31
0597138N;Organisme de formation-Centre de formation d'apprentis de Thalass'sun de DUNKERQUE;HAUTS-DE-FRANCE;12;59;60;-1;12;52;36
0597141S;Organisme de formation-Centre de formation d'apprentis du CIL Accès Métiers d'ARMENTIERES;HAUTS-DE-FRANCE;26;58;54;4;26;43;31
0597145W;Organisme de formation-Centre de Formation d'apprentis ORGALY Formation de LILLE;HAUTS-DE-FRANCE;26;46;51;-4;26;34;40
0597150B;Organisme de formation-Centre de formation d'apprentis SAS Pro Formation de VALENCIENNES;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597151C;Organisme de formation-Centre de formation d'apprentis Université des Compétences Habitat (UCH) de LILLE;HAUTS-DE-FRANCE;41;62;58;5;41;37;22
0597152D;Organisme de formation-Centre de formation d'apprentis CREFO de LILLE;HAUTS-DE-FRANCE;22;69;59;10;22;54;24
0597157J;Organisme de formation-Centre de formation d'apprentis SCOP (Société Coopérative et Participative) INSTEP Formation de LILLE;HAUTS-DE-FRANCE;11;58;48;10;11;52;37
0597164S;Organisme de formation-Centre de formation d'apprentis TSR Formation de BRUAY-SUR-L'ESCAUT;HAUTS-DE-FRANCE;31;nd;nd;nd;31;50;19
0597166U;Organisme de formation-Centre de formation d'apprentis de l'AFEC - Centre de Lille;HAUTS-DE-FRANCE;3;52;40;12;3;51;46
0597167V;Organisme de formation-Centre de formation d'apprentis NOMAD Formation de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;28;58;63;-5;28;42;30
0597170Y;Organisme de formation-Centre de formation d'apprentis SAS Creafi Formation de LILLE;HAUTS-DE-FRANCE;7;48;59;-11;7;45;48
0597172A;Organisme de formation-Centre de formation d'apprentis Ecole Le Chiffre de LILLE;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597173B;Organisme de formation-Centre de formation d'apprentis ACTIF CNT - Centre de Formation aux Nouvelles Technologies de VALENCIENNES;HAUTS-DE-FRANCE;39;63;57;7;39;39;22
0597174C;Organisme de formation-Centre de formation d'apprentis SARL Forma'Med de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597181K;Organisme de formation-Centre de formation d'apprentis TMK Performances de MARCQ-EN-BAROEUL;HAUTS-DE-FRANCE;20;51;49;2;20;41;39
0597206M;Organisme de formation-Centre de formation d'apprentis AKD Conseil et Formation d'Hellemmes - LILLE;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597208P;Site de formation d'apprentis de l'OF-CFA 3 solutions pour l'alternance - Site de RONCHIN;HAUTS-DE-FRANCE;14;59;57;2;14;51;35
0597210S;Organisme de formation-Centre de formation d'apprentis Javens de MARCQ-EN-BAROEUL;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597214W;Organisme de formation-Centre de formation d'apprentis ID (Innovation Développement) Formation LILLE;HAUTS-DE-FRANCE;15;59;59;0;15;50;35
0597216Y;Organisme de formation-Centre de Formation d'apprentis Stop au chômage de ROUBAIX;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597220C;Organisme de formation-Centre de formation d'apprentis Le Campus de l'Habitat de RONCHIN;HAUTS-DE-FRANCE;76;nd;nd;nd;76;21;3
0597229M;Organisme de formation-Centre de Formation d'apprentis Carrière et Conseil Enaco (Formation à distance) de ROUBAIX;HAUTS-DE-FRANCE;33;55;63;-8;33;37;30
0597230N;Organisme de formation-Centre de formation d'apprentis IFOCOP (Institut de Formation Commerciale Permanente) de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597231P;Organisme de formation-Centre de formation d'apprentis M2I (Maison Internationale de l'Informatique) SCRIBTEL de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;35;nd;nd;nd;35;45;20
0597241A;Organisme de formation-Centre de formation d'apprentis Institut Aéronautique Amaury de la Grange (IAAG) de MORBECQUE;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597272J;Organisme de formation-Centre de formation d'apprentis Partners Consulting de LILLE;HAUTS-DE-FRANCE;21;44;56;-12;21;35;44
0597273K;Organisme de formation-Centre de formation d'apprentis Décathlon - Centre de formation de LILLE;HAUTS-DE-FRANCE;2;73;61;12;2;72;26
0597274L;Organisme de formation-Centre de formation d'apprentis E.A.E.S. (Ecole de l'Animation et de l'Expertise Sportive) de LINSELLES;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597287A;CFA BTP-CFA Hauts-de-France - Siège Social;HAUTS-DE-FRANCE;42;61;61;-1;42;35;23
0601206K;Organisme de formation-Centre de formation d'apprentis de BTP CFA PICARDIE OISE AGNETZ;HAUTS-DE-FRANCE;46;65;68;-4;46;35;19
0601209N;Organisme de formation-Centre de formation d'apprentis de la mairie de Compiègne;HAUTS-DE-FRANCE;39;64;54;9;39;39;22
0601211R;Organisme de formation-Centre de formation d'apprentis de LAHO formation Oise Nogent sur Oise;HAUTS-DE-FRANCE;41;70;69;1;41;41;18
0601500E;Organisme de formation-Centre de formation d'apprentis PROMEO CFAI Picardie Senlis;HAUTS-DE-FRANCE;46;73;73;0;46;40;14
0601610Z;Maison Familiale Rurale de Songeons;HAUTS-DE-FRANCE;39;80;68;12;39;49;12
0601688J;Maison Familiale Rurale de Saint-Sulpice;HAUTS-DE-FRANCE;42;nd;nd;nd;42;42;16
0601770Y;Maison Familiale Rurale de Beaulieu-les-Fontaines;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0601807N;Ecole supérieure de commerce de Compiègne à Lacroix-saint-ouen;HAUTS-DE-FRANCE;70;nd;nd;nd;70;17;13
0602089V;CFA AGRICOLE PUBLIC DES HAUTS DE FRANCE;HAUTS-DE-FRANCE;36;62;64;-1;36;40;24
0602106N;Organisme de formation-Centre de formation d'apprentis de BTP CFA le Belloy Saint-omer-en-chaussée;HAUTS-DE-FRANCE;25;nd;nd;nd;25;62;13
0602144E;Organisme de formation-Centre de formation d'apprentis AMESA;HAUTS-DE-FRANCE;38;60;65;-5;38;38;24
0602182W;Organisme de formation-Centre de formation d'apprentis de la fondation INFA le manoir Gouvieux;HAUTS-DE-FRANCE;43;57;63;-7;43;32;25
0602183X;Organisme de formation-Centre de formation d'apprentis de DG Formation Compiègne;HAUTS-DE-FRANCE;61;51;63;-12;61;20;19
0602185Z;organisme de formation-Centre de formation d'apprentis de JMSA Formation Conseil Compiègne;HAUTS-DE-FRANCE;17;68;59;9;17;56;27
0602192G;Organisme de formation-Centre de formation d'apprentis de Association Forme Estrées St Denis;HAUTS-DE-FRANCE;28;71;65;6;28;51;21
0602195K;AFASEC CFA National;HAUTS-DE-FRANCE;22;75;65;10;22;58;20
0602197M;Organisme de formation-Centre de formation d'apprentis MEDIA MANAGEMENT  l'Ascenseur 301  COMPIEGNE;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0602199P;Organisme de formation-Centre de formation d'apprentis de LGX France à Noyon;HAUTS-DE-FRANCE;15;68;60;7;15;58;27
0610770F;Organisme de formation-Centre de formation d'apprentis du batîment Roger Ducre d'Alençon;NORMANDIE;52;73;70;3;52;35;13
0611035U;Maison Familiale Rurale de Mortagne - Filles;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0611037W;Maison Familiale Rurale de Pointel;NORMANDIE;16;74;73;1;16;62;22
0611038X;Maison Familiale Rurale de Trun;NORMANDIE;23;69;63;6;23;53;24
0611039Y;Maison Familiale Rurale de Mortagne - Garçons;NORMANDIE;47;61;60;1;47;32;21
0611061X;Organisme de formation-Centre de formation d'apprentis 3IFA D'Alençon;NORMANDIE;45;69;65;4;45;38;17
0611117H;Maison Familiale Rurale de Vimoutiers;NORMANDIE;35;nd;nd;nd;35;26;39
0611118J;Maison Familiale Rurale d'Haleine;NORMANDIE;38;nd;nd;nd;38;42;20
0611119K;Maison Familiale Rurale de Cerisy-Belle-Etoile;NORMANDIE;42;72;74;-3;42;42;16
0611130X;CFA Sées;NORMANDIE;29;65;69;-4;29;46;25
0611162G;Organisme de formation-Centre de formation d'apprentis Polyvia Formation Alençon - Normandie;NORMANDIE;58;nd;nd;nd;58;30;12
0611175W;Maison Familiale Rurale de La Ferté-Macé;NORMANDIE;31;78;76;1;31;54;15
0611206E;Organisme de formation-Centre de formation d'apprentis de l'Ecole des travaux publics de Normandie Jean Freret - SAINT-PATERNE;NORMANDIE;49;77;77;0;49;39;12
0611226B;Maison Familiale Rurale d'Alençon;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0611294A;CFA interrégional du Cheval et de l'équitation;NORMANDIE;20;55;67;-12;20;44;36
0611305M;Organisme de formation-Centre de formation d'apprentis LCMG consulting Alençon;NORMANDIE;45;57;57;0;45;31;24
0611306N;Organisme de formation-Centre de formation d'apprentis IRFA évolution Damigny;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0611312V;Organisme de formation-Centre de formation d'apprentis IRFA NORMANDIE MAINE Damigny;NORMANDIE;15;36;48;-12;15;31;54
0623325C;Maison Familiale Rurale de Campagne-lès-Boulonnais;HAUTS-DE-FRANCE;46;68;67;1;46;37;17
0623631K;CFA LAHO Artois - Douaisis LENS;HAUTS-DE-FRANCE;39;64;62;2;39;39;22
0623688X;Maison Familiale Rurale de Berlencourt;HAUTS-DE-FRANCE;49;nd;nd;nd;49;27;24
0623734X;Maison Familiale Rurale de Samer;HAUTS-DE-FRANCE;47;53;61;-7;47;28;25
0623786D;Maison Familiale Rurale de Rollancourt;HAUTS-DE-FRANCE;43;66;72;-6;43;38;19
0623801V;OF-CFA LAHO Littoral Audomarois - Siège de SAINT-OMER;HAUTS-DE-FRANCE;35;61;60;1;35;40;25
0623833E;Maison Familiale Rurale de Hucquelier;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0624235S;CFA CFPMT Apprentissage (Centre de Formation aux Produits de la Mer et de la Terre) - Siège de Boulogne sur Mer;HAUTS-DE-FRANCE;10;63;60;3;10;57;33
0624240X;CFA Fédération Compagnonnique des Métiers du Bâtiment (FCMB) - Centre d'ARRAS;HAUTS-DE-FRANCE;46;66;69;-3;46;35;19
0624292D;Maison Familiale Rurale de Marconne;HAUTS-DE-FRANCE;48;70;72;-1;48;37;15
0624334Z;CFA Relais Avenir Pro (Association pour la Promotion et la Valorisation de l'Insertion Socio-Professionnelle vers le milieu Ordinaire du Travail);HAUTS-DE-FRANCE;32;48;53;-5;32;32;36
0624367K;CFA du LP Maritime de Boulogne-sur-Mer / LE PORTEL;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0624465S;Organisme de formation-Centre de formation d'apprentis PROMOTRANS Site d'Arras à SAINT-LAURENT-BLANGY;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0624496A;Organisme de formation-Centre de Formation d'apprentis de l'Académie Culinaire Stéphane Bulteau de BOULOGNE-SUR-MER;HAUTS-DE-FRANCE;36;nd;nd;nd;36;40;24
0624500E;Organisme de formation-Centre de formation d'apprentis de l'Association Profession Sport dans le Pas-de-Calais;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0624501F;CFA Université du Littoral Côte d'Opale (ULCO);HAUTS-DE-FRANCE;55;72;66;5;55;32;13
0624506L;Organisme de formation-Centre de formation d'apprentis Formavenir et Recrutement de BETHUNE;HAUTS-DE-FRANCE;41;53;51;2;41;31;28
0624507M;Organisme de formation-Centre de formation d'apprentis Loginov Formation d'HENIN BEAUMONT;HAUTS-DE-FRANCE;26;nd;nd;nd;26;35;39
0624510R;Ecole du commerce PIGIER LENS - Bruno Triay Conseil;HAUTS-DE-FRANCE;10;nd;nd;nd;10;70;20
0624513U;Organisme de formation-Centre de formation d'apprentis ADAPECO de SAINT-LAURENT-BLANGY;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0624515W;Organisme de formation-Centre de formation d'apprentis 3 solutions pour l'alternance - Centre de LENS;HAUTS-DE-FRANCE;13;62;55;6;13;54;33
0624517Y;Organisme de formation-Centre de Formation d'apprentis Groupe ASSIFEP de SALLAUMINES;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0624519A;Organisme de formation-Centre de Formation d'apprentis Espace Learning Pro de NORRENT-FONTES;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0630003L;Cours Supérieur de Coiffure, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;29;83;72;11;29;59;12
0630110C;Institut de Travail Social de la Région Auvergne;AUVERGNE-RHONE-ALPES;15;nd;nd;nd;15;75;10
0631243J;Centre de Formation des Apprentis du bâtiment et des travaux publics du Puy-De-Dôme;AUVERGNE-RHONE-ALPES;39;69;72;-3;39;42;19
0631450J;Institut des métiers;AUVERGNE-RHONE-ALPES;41;67;67;0;41;40;19
0631582C;Maison Familiale Rurale de Thuret;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0631595S;Maison Familiale Rurale de Vernines;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0631686R;Maison Familiale Rurale de Gelles;AUVERGNE-RHONE-ALPES;13;37;49;-12;13;32;55
0631819K;Centre de Formation d'Apprentis Spécialisé CAP 3A;AUVERGNE-RHONE-ALPES;42;63;55;8;42;37;21
0631852W;GROUPE FORMATION SYSTEMES;AUVERGNE-RHONE-ALPES;27;60;71;-11;27;44;29
0631959M;CFA Régional du Transport et de la Logistique en Auvergne;AUVERGNE-RHONE-ALPES;25;76;74;2;25;57;18
0631964T;ADASA - CFA des Métiers du Sport et de l'Animation;AUVERGNE-RHONE-ALPES;27;77;69;8;27;56;17
0631977G;Centre de Formation d'Apprentis de l'Education Nationale;AUVERGNE-RHONE-ALPES;42;75;73;2;42;44;14
0631978H;Centre de formation d'apprentis FORMASUP Auvergne;AUVERGNE-RHONE-ALPES;63;92;80;12;63;34;3
0632004L;Ecole supérieure de commerce et de management - WESFORD AUVERGNE;AUVERGNE-RHONE-ALPES;62;66;68;-2;62;25;13
0632047H;Chambre de Commerce et d'Industrie du Puy-De-Dôme;AUVERGNE-RHONE-ALPES;19;57;64;-7;19;46;35
0632065C;Centre de formation d'apprentis agricole des territoires d'Auvergne;AUVERGNE-RHONE-ALPES;33;66;69;-2;33;45;22
0632069G;Organisme de formation-Centre de Formation d'Apprentis EURL CETALION, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0632070H;Organisme de formation-Centre de Formation d'Apprentis d'Alternance Pro de Riom;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0632071J;Organisme de formation-Centre de Formation d'Apprentis de H et C CONSEIL, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;17;45;50;-5;17;37;46
0632072K;Organisme de formation-Centre de Formation d'Apprentis de la Fédération des Artisans Boulangers Pâtissiers, Romagnat;AUVERGNE-RHONE-ALPES;24;79;72;8;24;61;15
0632073L;Organisme de formation-Centre de Formation d'Apprentis de Fondation INFA, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;23;nd;nd;nd;23;41;36
0632075N;Organisme de formation-Centre de Formation d'Apprentis d'Alternance Auvergne, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;57;69;69;0;57;29;14
0632076P;Organisme de formation-Centre de Formation d'Apprentis ADEIT-ADELFA, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;25;58;60;-2;25;44;31
0632077R;Organisme de formation-Centre de Formation d'Apprentis IFTAM, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;5;57;62;-5;5;53;42
0632078S;Organisme de formation-Centre de formation d'apprentis OSENGO Clermont-Ferrand;AUVERGNE-RHONE-ALPES;7;62;63;-1;7;58;35
0632079T;Organisme de formation-Centre de formation d'apprentis l'ADREC Clermont-Ferrand;AUVERGNE-RHONE-ALPES;37;75;63;12;37;47;16
0632081V;Organisme de formation-Centre de formation d'apprentis de CFI Formation, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;44;80;72;9;44;45;11
0640096G;éklore-ed School of Management;NOUVELLE-AQUITAINE;39;63;67;-4;39;39;22
0640176U;Institut du travail social Pierre Bourdieu;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0640187F;Etudes superieures de commerce, finance et gestion;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0640235H;Organisme de formation-Centre de formation d'apprentis de l'agglomération côte Basque - Adour;NOUVELLE-AQUITAINE;52;60;66;-5;52;29;19
0641395U;Organisme de formation-Centre de formation d'apprentis du BTP des Pyrénées Atlantiques de Pau;NOUVELLE-AQUITAINE;44;71;71;1;44;40;16
0641409J;Organisme de formation-Centre de Formation d'apprentis de l'industrie Adour (C.F.A.I) d'Assat;NOUVELLE-AQUITAINE;41;76;79;-2;41;45;14
0641642M;Maison Familiale Rurale de Mont;NOUVELLE-AQUITAINE;39;60;72;-12;39;36;25
0641752G;CFA des Pyrénées Atlantiques;NOUVELLE-AQUITAINE;32;62;69;-7;32;42;26
0641772D;Organisme de formation-Centre de formation d'apprentis Epseco Bayonne;NOUVELLE-AQUITAINE;48;61;69;-8;48;31;21
0641918M;Organisme de formation-Centre de formation d'apprentis éklore-ed - CFA Bizanos - CCI Pau Béarn;NOUVELLE-AQUITAINE;41;79;68;11;41;47;12
0642020Y;ASFO Pyrénées;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0642033M;Organisme de formation-Centre de formation d'apprentis Fédération Compagnonnique des Métiers du Bâtiment (FCMB) d'Anglet;NOUVELLE-AQUITAINE;41;71;70;2;41;42;17
0642043Y;Organisme de formation-Centre de formation d'apprentis - Université de Pau et des pays de l'Adour;NOUVELLE-AQUITAINE;85;nd;nd;nd;85;7;8
0642044Z;Organisme de formation-Centre de formation d'apprentis transport, logistique CFATL - AFTRAL;NOUVELLE-AQUITAINE;6;86;80;6;6;81;13
0642056M;Académie Basque du sport;NOUVELLE-AQUITAINE;13;57;63;-6;13;50;37
0642098H;Ecole supérieure des métiers du tertiaire;NOUVELLE-AQUITAINE;50;76;64;12;50;38;12
0642106S;Organisme de formation-Centre de formation d'apprentis Damalis Formations Lons - Pau;NOUVELLE-AQUITAINE;36;75;63;12;36;48;16
0642119F;Organisme de formation-Centre de formation d'apprentis transport logistique - Aftral Lons;NOUVELLE-AQUITAINE;0;78;74;4;0;78;22
0642134X;organisme de formation-centre de formation d'apprentis fondation infa pau;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0642135Y;organisme de formation-centre de formation d'apprentis sport performance santé de bizanos;NOUVELLE-AQUITAINE;14;55;64;-9;14;47;39
0642137A;organisme de formation-centre de formation d'apprentis apprentissage des formations et développement des compétences de morlaas;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
