n°UAI de l'établissement;Libellé de l'établissement;Région;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études ;Part en emploi 6 mois après la sortie ;Part des autres situations 
0134409X;ESPACE FORMATION;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0134411Z;AFC - GROUPE;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0134419H;OF-CFA M2i SCRIBTEL;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0134420J;OF-CFA - CFA MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0134421K;OF-CFA IS-FYO;PROVENCE-ALPES-COTE D'AZUR;69;nd;nd;nd;69;17;14
0134422L;Association Sportive des Cavaliers du Club Hippique d'Aix-Marseille;PROVENCE-ALPES-COTE D'AZUR;13;67;64;3;13;58;29
0134424N;OF-CFA Ecole boulangerie  NOE;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0134434Z;OF-CFA Hopps Group - Aix en Provence;PROVENCE-ALPES-COTE D'AZUR;15;61;58;2;15;52;33
0134448P;OF-CFA Athélia Institut de Formations Compétences et Perfectionnement (AIFCP);PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0134453V;OF-CFA SEVEN LIFE;PROVENCE-ALPES-COTE D'AZUR;9;80;68;12;9;73;18
0134456Y;OF-CFA IDEV;PROVENCE-ALPES-COTE D'AZUR;97;nd;nd;nd;nd;nd;nd
0134463F;OF-CFA SAUVEGARDE 13;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0134467K;OF-CFA La Factory;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0141300M;Organisme de formation-Centre de formation d'apprentis CIFAC de Caen;NORMANDIE;51;69;71;-2;51;34;15
0141408E;Université de Caen Normandie;NORMANDIE;69;69;67;2;69;22;9
0141601P;Organisme de formation-Centre de formation d'apprentis du batîment Jean Hochet Caen;NORMANDIE;50;69;69;0;50;35;15
0141815X;Organisme de formation-Centre de formation d'apprentis Institut Consulaire d'Enseignement Professionnel ICEP CAEN;NORMANDIE;36;66;64;2;36;42;22
0141872J;Maison Familiale Rurale france de Maltot;NORMANDIE;49;65;72;-7;49;34;17
0141902S;Maison Familiale Rurale de Balleroy;NORMANDIE;30;59;70;-10;30;42;28
0141903T;Maison Familiale Rurale de Blangy-le-Château;NORMANDIE;42;63;66;-3;42;37;21
0141904U;Maison Familiale Rurale de Les Moutiers-en-Cinglais;NORMANDIE;39;nd;nd;nd;39;35;26
0141941J;CFA Le Robillard;NORMANDIE;32;72;70;2;32;49;19
0141992P;Institut Supérieur Professionnel Normandie CAEN;NORMANDIE;41;56;68;-12;41;33;26
0142106N;Organisme de formation-Centre de formation d'apprentis CFAI Grand Ouest Normandie Caen;NORMANDIE;32;79;80;-1;32;54;14
0142180U;CFA de Vire;NORMANDIE;33;77;73;5;33;52;15
0142215G;Organisme de formation-Centre de formation d'apprentis Promotrans Normandie Mondeville;NORMANDIE;41;81;73;8;41;48;11
0142220M;Site de formation de l'Organisme de formation CFA AFTRAL à Caen;NORMANDIE;17;75;76;-1;17;63;20
0142234C;Maison Familiale Rurale de Vire - Montchamp;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0142248T;E2SE Business School;NORMANDIE;54;75;70;4;54;34;12
0142261G;Etablissement de formation continue ACSEA Formation LISIEUX;NORMANDIE;22;45;57;-12;22;35;43
0142269R;Organisme de formation-Centre de formation d'apprentis Professions Sanitaires et Sociales Normandie Saint-Contest;NORMANDIE;12;80;74;6;12;70;18
0142321X;SCHOLAR FAB Caen Ecole Supérieure;NORMANDIE;34;70;66;5;34;46;20
0142375F;Ecole supérieure privée ECOFAC Caen;NORMANDIE;46;61;62;-1;46;33;21
0142390X;Organisme de formation-Centre de formation d'apprentis des métiers du sport et animation Normandie Louvigny;NORMANDIE;25;69;68;1;25;52;23
0142400H;Organisme de formation-Centre de formation d'apprentis Don Bosco de Normandie Herouville-St-Clair;NORMANDIE;34;74;71;2;34;49;17
0142407R;Ecole supérieure de commerce en alternance ESCA;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0142434V;Organisme de formation-Centre de formation d'apprentis IFSGO Colombelles;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0142435W;Organisme de formation-Centre de formation d'apprentis camp academy elite normandie training Breteville-Sur-Odon;NORMANDIE;26;69;68;1;26;51;23
0142438Z;Organisme de formation-Centre de formation d'apprentis ALTERNANCIA CAEN;NORMANDIE;43;68;68;1;43;39;18
0142442D;Organisme de formation-Centre de formation d'apprentis CESR'PRO IFS;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0142443E;Organisme de formation-Centre de formation d'apprentis LJN  CAEN;NORMANDIE;55;57;66;-9;55;26;19
0142445G;Organisme de formation-Centre de formation d'apprentis Profiile CAEN;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0142446H;Organisme de formation-Centre de formation d'apprentis PEP'S Caen;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0150605B;Centre de formation d'apprentis du bâtiment et travaux publics Georges Boché;AUVERGNE-RHONE-ALPES;40;77;72;5;40;46;14
0150640P;Institut de formation professionnelle et permanente;AUVERGNE-RHONE-ALPES;44;69;70;-1;44;38;18
0150668V;Maison Familiale Rurale Crouzit Haut de Mauriac;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0150672Z;Maison Familiale Rurale de Marcoles - Saint-Mammet;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0150688S;Maison Familiale Rurale de Saint-Flour;AUVERGNE-RHONE-ALPES;51;68;61;7;51;33;16
0150779R;GAILLARD FORMATION;AUVERGNE-RHONE-ALPES;6;94;82;12;6;88;6
0150786Y;Chambre de Commerce et d'Industrie du Cantal;AUVERGNE-RHONE-ALPES;17;56;63;-7;17;46;37
0150788A;Organisme de formation-Centre de Formation d'Apprentis de l'école Christian Vabret - Boulangerie - Pâtisserie - Cuisine, Aurillac;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0150789B;Organisme de formation-Centre de Formation d'Apprentis de Fondation INFA, Aurillac;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0150790C;Organisme de formation-Centre de formation d apprentis d'Aurillac Formation Com, Aurillac;AUVERGNE-RHONE-ALPES;40;nd;nd;nd;40;52;8
0160755J;Maison Familiale Rurale de Triac-Lautrait;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0160757L;Organisme de formation - Centre de formation d'apprentis de la Chambre de commerce et d'industrie de la Charente;NOUVELLE-AQUITAINE;37;68;68;0;37;43;20
0161000A;Maison Familiale Rurale de Jarnac;NOUVELLE-AQUITAINE;32;69;63;6;32;47;21
0161002C;Maison Familiale Rurale de Cherves-Richemont;NOUVELLE-AQUITAINE;35;70;69;1;35;45;20
0161042W;Maison Familiale Rurale sud Charente - Montmoreau;NOUVELLE-AQUITAINE;48;nd;nd;nd;48;30;22
0161043X;Maison Familiale Rurale de Saint-Projet - Saint-Constant;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0161077J;CFA de la Charente;NOUVELLE-AQUITAINE;38;72;64;7;38;45;17
0161212F;Organisme de formation - Centre de formation d'apprentis BTP CFA Charente;NOUVELLE-AQUITAINE;48;69;67;2;48;36;16
0161223T;Organisme de formation-Centre de formation d'apprentis de AFTRAL Puymoyen;NOUVELLE-AQUITAINE;0;71;71;1;0;71;29
0161238J;Centre de formation continue Alternance Charente - Groupe Alternance Angoulème;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0171208W;Organisme de formation - Centre de formation d'apprentis Commerce de Saintes;NOUVELLE-AQUITAINE;34;70;69;1;34;46;20
0171209X;Organisme de formation - Centre de formation d'apprentis CFA BTP de la Charente-Maritime;NOUVELLE-AQUITAINE;44;68;70;-3;44;38;18
0171289J;Maison Familiale Rurale de Matha;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0171291L;Maison Familiale Rurale de Saint-Germain-de-Marencennes;NOUVELLE-AQUITAINE;23;65;68;-3;23;50;27
0171293N;Maison Familiale Rurale de Chevanceaux - services;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0171318R;Maison Familiale Rurale de Chevanceaux - forêts;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0171401F;CFA de la Charente Maritime;NOUVELLE-AQUITAINE;30;77;71;7;30;54;16
0171427J;Excelia Business Group - Campus de La Rochelle;NOUVELLE-AQUITAINE;24;nd;nd;nd;24;32;44
0171438W;Organisme de formation - Centre de formation d'apprentis du CIPECMA;NOUVELLE-AQUITAINE;38;66;69;-3;38;41;21
0171463Y;La Rochelle Université;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0171500N;Centre de Formation continue NCO formations globales;NOUVELLE-AQUITAINE;10;nd;nd;nd;10;70;20
0171501P;Institut supérieur de formation par alternance et continue - ISFAC La Rochelle;NOUVELLE-AQUITAINE;32;65;66;-1;32;44;24
0171503S;Centre de formation continue Alternance Sud Atlantique - Groupe Rochefort;NOUVELLE-AQUITAINE;44;68;65;3;44;38;18
0171523N;Ecole supérieure de l'innovation de la conception et de la simulation;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0171552V;Maison Familiale Rurale de la Saintonge et de l'Aunis - Saint-Genis-de-Saintonge;NOUVELLE-AQUITAINE;34;71;72;0;34;47;19
0171591M;CFA de Surgères;NOUVELLE-AQUITAINE;42;71;72;-1;42;42;16
0171593P;Centre de formation IFP Atlantique;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0171610H;Organisme de formation - Centre de formation d'apprentis AFTRAL de Rochefort;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0171642T;Organisme de formation-Centre de formation d'apprentis de FISL St Georges de Didonne;NOUVELLE-AQUITAINE;13;50;61;-11;13;43;44
0171644V;Site de formation d'apprentis de IRSS Sport Royan;NOUVELLE-AQUITAINE;10;60;64;-4;10;54;36
0171645W;Organisme de formation - Centre de formation d'apprentis de APMAC Formation Saintes;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0171646X;Organisme de formation - Centre de formation d'apprentis de Formations Equines Rochefort Ocean de Rochefort;NOUVELLE-AQUITAINE;34;68;61;7;34;45;21
0171648Z;OF-CFA de la Fédération Nationale Profession Sport et Loisirs de la Rochelle;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0171653E;CFA MARITIME DE BOURCEFRANC;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0171663R;Organisme de formation - Centre de formation d'apprentis de l'Institut National du Cycle et du Motocycle;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0180755Y;Organisme de formation-Centre de formation d'apprentis de IFAB de Bourges;CENTRE-VAL DE LOIRE;41;66;63;2;41;39;20
0180847Y;CFA du Cher;CENTRE-VAL DE LOIRE;40;77;71;6;40;46;14
0180949J;Organisme de formation - Centre de formation d'apprentis du CFAI Centre Val de Loire - Bourges;CENTRE-VAL DE LOIRE;nd;nd;nd;nd;nd;nd;nd
0190721F;CFA EIMCL 13 VENTS TULLE;NOUVELLE-AQUITAINE;40;67;64;2;40;40;20
0190767F;CFA PREPARATEURS EN PHARMACIE BRIVE LA GAILLARDE;NOUVELLE-AQUITAINE;15;78;84;-6;15;66;19
0190807Z;CENTRE DE FORMATION D'APPRENTIS INCLUSIF NOUVELLE AQUITAINRE;NOUVELLE-AQUITAINE;30;46;56;-10;30;32;38
0190832B;CFA de la Corrèze - Brive;NOUVELLE-AQUITAINE;43;63;63;-1;43;35;22
0190847T;CFAI LIMOUSIN-SITE DE TULLE;NOUVELLE-AQUITAINE;38;78;80;-3;38;48;14
0190849V;BTP CFA 19 Tulle;NOUVELLE-AQUITAINE;40;74;72;2;40;45;15
0195059W;ORGANISME DE FORMATION-CENTRE DE FORMATION D'APPRENTIS DE IFHCO USSEL;NOUVELLE-AQUITAINE;44;70;62;8;44;39;17
0195060X;Organisme de formation-Centre de formation d'apprentis FONDATION INFA BRIVE LA GAILLARDE;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0195061Y;Organisme de formation-Centre de formation d'apprentis EFIA TP EGLETONS;NOUVELLE-AQUITAINE;31;90;78;12;31;62;7
0195062Z;Organisme de formation-Centre de formation d'apprentis de CFC TP EGLETONS;NOUVELLE-AQUITAINE;20;91;79;12;20;73;7
0195063A;Organisme de formation centre de formation d'apprentisAFTRAL SAINT PANTALEON DE LARCHE;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0195065C;ORGANISME DE FORMATION-CENTRE DE FORMATION D'APPRENTIS DE PARCOURS FORMATION  BRIVE;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0195066D;Organisme de formation-Centre de formation d'apprentis INISUP CCI CORREZE BRIVE LA GAILLARDE;NOUVELLE-AQUITAINE;61;nd;nd;nd;61;30;9
0195070H;Organisme de Formation-Centre de formation d'apprentis Reliure du Limousin Malemort;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0210088G;SERVICE COMMUN DE FORMATION CONTINUE DE L'UNIVERSITE DE DIJON;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0211181V;CFA de la Pharmacie;BOURGOGNE-FRANCHE-COMTE;27;89;87;2;27;65;8
0211431S;BATIMENT CFA BOURGOGNE-FRANCHE-COMTE SITE DE DIJON;BOURGOGNE-FRANCHE-COMTE;33;68;71;-2;33;46;21
0211479U;ECOLE DES METIERS DIJON METROPOLE;BOURGOGNE-FRANCHE-COMTE;41;66;66;0;41;39;20
0211529Y;Maison Familiale Rurale de Baigneux-les-Juifs;BOURGOGNE-FRANCHE-COMTE;23;nd;nd;nd;23;59;18
0211530Z;Maison Familiale Rurale de Quetigny;BOURGOGNE-FRANCHE-COMTE;32;59;71;-12;32;40;28
0211531A;Maison Familiale Rurale de Liernais;BOURGOGNE-FRANCHE-COMTE;43;70;74;-3;43;40;17
0211575Y;Maison Familiale Rurale de Ruffey-lès-Beaune;BOURGOGNE-FRANCHE-COMTE;32;72;71;1;32;49;19
0211578B;Maison Familiale Rurale d'Agencourt;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0211579C;Maison Familiale Rurale de Semur-en-Auxois;BOURGOGNE-FRANCHE-COMTE;32;47;59;-12;32;32;36
0211799S;CFA Dijon Quétigny;BOURGOGNE-FRANCHE-COMTE;34;70;73;-3;34;46;20
0211800T;CFA Beaune;BOURGOGNE-FRANCHE-COMTE;21;56;66;-10;21;45;34
0211948D;AFTRAL CFATL DIJON;BOURGOGNE-FRANCHE-COMTE;41;74;73;1;41;44;15
0212000K;CFA des Compagnons du devoir;BOURGOGNE-FRANCHE-COMTE;47;76;71;4;47;40;13
0212052S;CFA SAINT BENIGNE;BOURGOGNE-FRANCHE-COMTE;45;68;71;-3;45;38;17
0212096P;CFA DES TRAVAUX PUBLICS;BOURGOGNE-FRANCHE-COMTE;41;77;71;6;41;45;14
0212109D;CFA SAINT JOSEPH;BOURGOGNE-FRANCHE-COMTE;37;81;76;5;37;51;12
0212114J;CFA LES ARCADES;BOURGOGNE-FRANCHE-COMTE;27;83;71;12;27;61;12
0212115K;IFRIA BOURGOGNE FRANCHE-COMTE;BOURGOGNE-FRANCHE-COMTE;71;nd;nd;nd;71;22;7
0212183J;FORMAPI;BOURGOGNE-FRANCHE-COMTE;41;66;65;1;41;39;20
0212193V;Polyvia Formation;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0212197Z;CFA SUP BOURGOGNE;BOURGOGNE-FRANCHE-COMTE;61;61;67;-6;61;24;15
0212219Y;Direction générale Irfa Bourgogne;BOURGOGNE-FRANCHE-COMTE;26;57;69;-12;26;42;32
0212220Z;Cfa sanitaire social et médico-social de Bourgogne;BOURGOGNE-FRANCHE-COMTE;12;82;75;7;12;72;16
0212243Z;CFA DE L'EDUCATION NATIONALE EN BOURGOGNE;BOURGOGNE-FRANCHE-COMTE;40;71;74;-3;40;42;18
0212245B;Alternance Bourgogne;BOURGOGNE-FRANCHE-COMTE;58;64;68;-4;58;27;15
0212251H;DIJON FORMATION;BOURGOGNE-FRANCHE-COMTE;59;69;70;-1;59;28;13
0212254L;ECOLE PRIVEE FUTURA CFA;BOURGOGNE-FRANCHE-COMTE;24;71;62;9;24;54;22
0212255M;EISEC;BOURGOGNE-FRANCHE-COMTE;41;nd;nd;nd;41;48;11
0212261U;FORMENFANCE;BOURGOGNE-FRANCHE-COMTE;2;76;73;4;2;75;23
0212262V;SELFORME;BOURGOGNE-FRANCHE-COMTE;46;62;62;0;46;34;20
0212270D;Ecole de commerce et de management;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0212271E;THOT LEARNING;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0212274H;IFP'ALTERNANCE SAS;BOURGOGNE-FRANCHE-COMTE;37;46;53;-7;37;29;34
0221071V;CFA CMA Bretagne - Campus de Dinan-Aucaleuc;BRETAGNE;39;66;68;-2;39;40;21
0221072W;CFA CMA Bretagne - Campus de Ploufragan;BRETAGNE;39;73;71;2;39;44;17
0221712S;Maison Familiale Rurale de Loudéac;BRETAGNE;26;74;71;3;26;55;19
0221734R;Maison Familiale Rurale de Plérin;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0221804S;CFA DE CAULNES;BRETAGNE;13;80;75;5;13;69;18
0221835A;CFA Pôle de Formation UIMM Bretagne;BRETAGNE;37;77;79;-2;37;49;14
0221880Z;CFA DE MERDRIGNAC;BRETAGNE;34;70;70;0;34;46;20
0221883C;CENTRE DE FORMATION PROFESSIONNELLE ET DE PROMOTION AGRICOLE;BRETAGNE;21;67;55;12;21;52;27
0221905B;AVIPOLE Formation;BRETAGNE;2;84;72;12;2;83;15
0221943T;CFA de l'Association régionale pour la formation par apprentissage aux métiers du secteur sanitaire, social et médico-social;BRETAGNE;7;80;75;5;7;74;19
0222000E;Greta-CFA des Côtes d'Armor;BRETAGNE;20;80;74;6;20;64;16
0222016X;Formation CCI Saint-Brieuc;BRETAGNE;25;71;67;4;25;53;22
0222024F;CFA AFTRAL - Plaintel;BRETAGNE;0;74;74;0;0;74;26
0222027J;CFA ITC Saint-Brieuc - EURL A3D;BRETAGNE;21;79;72;7;21;63;16
0222036U;CFA SAS Aformance Plérin;BRETAGNE;31;70;73;-2;31;48;21
0222047F;CFA PROMOTRANS FPC Yffiniac;BRETAGNE;nd;nd;nd;nd;nd;nd;nd
0222051K;CFA Inside Campus Plérin;BRETAGNE;58;64;72;-8;58;26;16
0230412Y;CFA CHAMBRE COMMERCE INDUS CREUSE;NOUVELLE-AQUITAINE;33;60;58;2;33;40;27
0230553B;CFA de la Creuse;NOUVELLE-AQUITAINE;57;59;67;-7;57;25;18
0240038L;Organisme de formation-Centre de formation d'apprentis du Grand Bergeracois;NOUVELLE-AQUITAINE;39;60;60;1;39;37;24
0240051A;Organisme de formation-Centre de formation d'apprentis du BTP de la Dordogne de Périgueux;NOUVELLE-AQUITAINE;41;69;67;1;41;41;18
0240090T;EPSECO MIX - Talis Business School - Campus de Bergerac;NOUVELLE-AQUITAINE;19;50;56;-6;19;40;41
0241047H;Maison Familiale Rurale de thiviers;NOUVELLE-AQUITAINE;25;70;65;5;25;52;23
0241048J;Maison Familiale Rurale de La Force;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0241056T;Organisme de formation- Centre de formation d'apprentis Ecoles CCI de la Dordogne;NOUVELLE-AQUITAINE;36;50;62;-12;36;32;32
0241068F;Maison Familiale Rurale de Vanxains;NOUVELLE-AQUITAINE;36;49;60;-11;36;31;33
0241072K;Maison Familiale Rurale de Salignac;NOUVELLE-AQUITAINE;30;34;46;-12;30;24;46
0241092G;Maison Familiale Rurale de Périgueux;NOUVELLE-AQUITAINE;14;71;72;0;14;61;25
0241099P;CFA de la Dordogne;NOUVELLE-AQUITAINE;28;58;67;-9;28;42;30
0241197W;Organisme de formation-Centre interprofessionnel de formation des apprentis de PME de Bergerac (CIFA);NOUVELLE-AQUITAINE;55;63;67;-4;55;28;17
0241198X;Alliance européenne;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0241235M;Organisme de formation-Centre de formation d'apprentis transport, logistique et voyageurs (TLV) de Bergerac;NOUVELLE-AQUITAINE;28;59;63;-4;28;42;30
0241245Y;Organisme de formation-Centre de formation d'apprentis Centre de formation et de promotion Champcevinel;NOUVELLE-AQUITAINE;17;70;64;6;17;58;25
0241262S;Organisme de formation-Centre de formation pour apprentis des employeurs du sanitaire, social et médico-social en Nouvelle-Aquitaine;NOUVELLE-AQUITAINE;22;74;69;5;22;58;20
0241315Z;organisme de formation-centre de formation d'apprentis idc pro bergerac;NOUVELLE-AQUITAINE;60;69;61;9;60;28;12
0241316A;organisme de formation-centre de formation d'apprentis WAB bergerac;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0241320E;organisme de formation-centre de formation d'apprentis école privée en secrétariat et commerce de périgueux;NOUVELLE-AQUITAINE;46;71;68;4;46;38;16
0241321F;organisme de formation-centre de formation d'apprentis aftral notre dame de sanilhac;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0241323H;Organisme de formation-Centre de formation d apprentis SPORT ACADEMIE PERIGUEUX;NOUVELLE-AQUITAINE;19;68;66;2;19;56;25
0241324J;organisme de formation-centre de formation d'apprentis association interprofessionnelle pour la formation permanente en sarladais Sarlat-La-Caneda;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0241325K;Organisme de formation-Centre de formation d'apprentis Vol groupé de Plazac;NOUVELLE-AQUITAINE;70;nd;nd;nd;70;7;23
0241329P;Organisme de formation-Centre de formation d'apprentis Fauvel Formation Bergerac;NOUVELLE-AQUITAINE;30;83;71;12;30;58;12
0241340B;Organisme de formation-Centre de formation d'apprentis pour les enfants du Pays de Beleyme de Montagnac La Crempse;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0251124L;IFPP;BOURGOGNE-FRANCHE-COMTE;16;76;85;-9;16;64;20
0251215K;Université de Besançon;BOURGOGNE-FRANCHE-COMTE;67;64;63;1;67;21;12
0251400L;BATIMENT CFA BOURGOGNE FRANCHE-COMTE;BOURGOGNE-FRANCHE-COMTE;33;65;70;-5;33;43;24
0251519R;CFA Hilaire de Chardonnet;BOURGOGNE-FRANCHE-COMTE;54;67;67;1;54;31;15
0251605J;Greta de Besançon;BOURGOGNE-FRANCHE-COMTE;25;nd;nd;nd;25;65;10
0251643A;CFA du Doubs;BOURGOGNE-FRANCHE-COMTE;27;78;73;5;27;57;16
0251729U;Maison Familiale Rurale de Morre;BOURGOGNE-FRANCHE-COMTE;33;62;64;-1;33;42;25
0251749R;CFA du pays de Montbéliard;BOURGOGNE-FRANCHE-COMTE;55;62;58;4;55;28;17
0251750S;CFA de l'Industrie Franche-Comté;BOURGOGNE-FRANCHE-COMTE;41;76;76;0;41;45;14
0251773S;Maison Familiale Rurale de Vercel;BOURGOGNE-FRANCHE-COMTE;32;73;72;0;32;49;19
0251780Z;CFA Académique de Franche-Comté;BOURGOGNE-FRANCHE-COMTE;36;73;74;0;36;47;17
0251811H;Maison Familiale Rurale de Mandeure;BOURGOGNE-FRANCHE-COMTE;33;55;60;-5;33;36;31
0251816N;Maison Familiale Rurale les 2 vals des Fins;BOURGOGNE-FRANCHE-COMTE;25;48;60;-12;25;36;39
0251829C;AFTRAL CFA transport et Logistique de Franche-Comté;BOURGOGNE-FRANCHE-COMTE;24;79;72;7;24;60;16
0251853D;CFPPA de Mamirolle;BOURGOGNE-FRANCHE-COMTE;64;88;79;9;64;32;4
0251888S;Ecole de commerce et management;BOURGOGNE-FRANCHE-COMTE;57;70;69;1;57;30;13
0251891V;FCF ARGOS;BOURGOGNE-FRANCHE-COMTE;50;66;66;0;50;33;17
0251893X;Centre de formation Bourgogne-Franche-Comté;BOURGOGNE-FRANCHE-COMTE;15;62;71;-9;15;52;33
0251897B;Ecole des travaux publics Bourgogne Franche-Comté;BOURGOGNE-FRANCHE-COMTE;40;75;72;3;40;45;15
0251933R;Institut Supérieur d'Apprentissage de Franche-Comté;BOURGOGNE-FRANCHE-COMTE;41;74;66;8;41;44;15
0251934S;CFA Excellence Pro Franche Comté;BOURGOGNE-FRANCHE-COMTE;47;70;69;1;47;38;15
0251945D;CFA Industriel nord Franche-Comté;BOURGOGNE-FRANCHE-COMTE;38;65;73;-8;38;41;21
0251980S;CFA La Roche du Trésor;BOURGOGNE-FRANCHE-COMTE;25;43;55;-12;25;32;43
0251988A;CFA Profession Sport Loisirs;BOURGOGNE-FRANCHE-COMTE;27;58;66;-7;27;43;30
0251989B;Animation rurale et touristique du Mont d'Or;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0251999M;Biomedal;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0252002R;AFTRAL CFA Technicien en logistique d'entreposage de Franche-Comté - Antenne d'Etupes;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0252008X;Formababy;BOURGOGNE-FRANCHE-COMTE;nd;nd;nd;nd;nd;nd;nd
0252013C;SH Formation Besançon;BOURGOGNE-FRANCHE-COMTE;28;50;60;-10;28;36;36
0252015E;Ligue Bourgogne Franche-Comté de handball Besançon;BOURGOGNE-FRANCHE-COMTE;44;80;68;12;44;44;12
0252016F;Toccata Besançon;BOURGOGNE-FRANCHE-COMTE;6;62;60;3;6;59;35
0252021L;CFA Alternance Franche-Comté Besançon;BOURGOGNE-FRANCHE-COMTE;48;nd;nd;nd;48;24;28
0261035J;Organisme de formation-Centre de formation d'apprentis de Batipole-Livron Sur Drôme;AUVERGNE-RHONE-ALPES;39;69;69;0;39;42;19
0261036K;Organisme de formation-Centre de formation d'apprentis de CFMDA-Livron Sur Drôme;AUVERGNE-RHONE-ALPES;47;67;65;2;47;36;17
0261096A;Maison Familiale Rurale la chauméane de Divajeu;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0261097B;Maison Familiale Rurale d'Anneyron;AUVERGNE-RHONE-ALPES;29;63;60;3;29;45;26
0261098C;Maison Familiale Rurale de Châteauneuf sur Isere;AUVERGNE-RHONE-ALPES;14;81;69;12;14;70;16
0261155P;Greta Ardèche Drôme;AUVERGNE-RHONE-ALPES;36;72;69;3;36;46;18
0261253W;Organisme de formation-Centre de formation d'apprentis de CCI-Valence;AUVERGNE-RHONE-ALPES;41;60;63;-3;41;35;24
0261434T;Organisme de formation-Centre de formation d'apprentis de MFR BUIS LES BARRONNIES;AUVERGNE-RHONE-ALPES;31;42;54;-12;31;29;40
0261478R;Organisme de formation-Centre de formation d'apprentis - AFTRAL - PORTES LES VALENCE;AUVERGNE-RHONE-ALPES;23;84;75;9;23;65;12
0261509Z;IFC VALENCE;AUVERGNE-RHONE-ALPES;48;68;66;2;48;36;16
0261543L;Organisme de formation-Centre de formation d'apprentis de Kyneos Up Formation - Valence;AUVERGNE-RHONE-ALPES;5;59;59;0;5;56;39
