n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0670024M;Lycée professionnel André Siegfried - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;45;46;45;1;45;25;30
0670041F;Lycée général et technologique Henri Meck;GRAND EST;ensemble;46;61;65;-4;46;33;21
0670043H;Lycée professionnel Camille Schneider;GRAND EST;ensemble;50;37;35;1;50;18;32
0670050R;Lycée professionnel Paul-Emile Victor - Lycée des métiers;GRAND EST;dont apprentis;36;76;80;-3;36;49;15
0670050R;Lycée professionnel Paul-Emile Victor - Lycée des métiers;GRAND EST;ensemble;53;72;75;-4;53;34;13
0670050R;Lycée professionnel Paul-Emile Victor - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;80;46;51;-5;80;9;11
0670057Y;Lycée général et technologique Général Leclerc;GRAND EST;ensemble;41;nd;nd;nd;41;52;7
0670058Z;Lycée professionnel Jules Verne - Lycée des métiers;GRAND EST;dont apprentis;51;69;67;2;51;34;15
0670058Z;Lycée professionnel Jules Verne - Lycée des métiers;GRAND EST;ensemble;49;57;55;2;49;29;22
0670058Z;Lycée professionnel Jules Verne - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;47;42;39;2;47;22;31
0670062D;Lycée professionnel Aristide Briand;GRAND EST;ensemble;45;30;36;-6;45;17;38
0670067J;Lycée professionnel Haute-Bruche;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0670067J;Lycée professionnel Haute-Bruche;GRAND EST;ensemble;38;48;41;7;38;30;32
0670067J;Lycée professionnel Haute-Bruche;GRAND EST;dont élèves en voie pro sco;37;46;40;6;37;29;34
0670071N;Lycée général et technologique Docteur Koeberlé;GRAND EST;ensemble;44;69;66;3;44;39;17
0670078W;Lycée général et technologique Jean Monnet;GRAND EST;ensemble;38;67;64;3;38;42;20
0670084C;Lycée polyvalent Jean Rostand;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0670084C;Lycée polyvalent Jean Rostand;GRAND EST;ensemble;50;60;62;-2;50;30;20
0670084C;Lycée polyvalent Jean Rostand;GRAND EST;dont élèves en voie pro sco;50;60;62;-2;50;30;20
0670085D;Lycée polyvalent Louis Couffignal - Lycée des métiers;GRAND EST;ensemble;46;49;50;-2;46;26;28
0670086E;Lycée polyvalent Rene Cassin -  Lycée des métiers;GRAND EST;ensemble;58;57;53;3;58;24;18
0670087F;Lycée polyvalent des métiers  A. Dumas, Lycée des métiers de l'hôtellerie et du tourisme;GRAND EST;ensemble;45;66;61;5;45;36;19
0670089H;Lycée polyvalent Emile Mathis - Lycée des métiers;GRAND EST;dont apprentis;35;71;72;-2;35;46;19
0670089H;Lycée polyvalent Emile Mathis - Lycée des métiers;GRAND EST;ensemble;36;59;60;-1;36;38;26
0670089H;Lycée polyvalent Emile Mathis - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;36;50;50;0;36;32;32
0670114K;Lycée polyvalent Stanislas - Lycée des métiers;GRAND EST;dont apprentis;41;73;79;-5;41;43;16
0670114K;Lycée polyvalent Stanislas - Lycée des métiers;GRAND EST;ensemble;50;60;63;-4;50;30;20
0670114K;Lycée polyvalent Stanislas - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;57;44;47;-2;57;19;24
0670127Z;Lycée professionnel  Jean-Frédéric Oberlin - Lycée des métiers;GRAND EST;dont apprentis;37;73;68;5;37;46;17
0670127Z;Lycée professionnel  Jean-Frédéric Oberlin - Lycée des métiers;GRAND EST;ensemble;41;60;59;1;41;35;24
0670127Z;Lycée professionnel  Jean-Frédéric Oberlin - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;48;38;44;-6;48;20;32
0670129B;Lycée professionnel Jean Geiler;GRAND EST;ensemble;52;45;42;3;52;22;26
0671509B;Lycée polyvalent Heinrich-Nessel - Lycée des métiers;GRAND EST;dont apprentis;45;75;72;3;45;41;14
0671509B;Lycée polyvalent Heinrich-Nessel - Lycée des métiers;GRAND EST;ensemble;49;65;61;3;49;33;18
0671509B;Lycée polyvalent Heinrich-Nessel - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;53;51;47;4;53;24;23
0671602C;Lycée général et technologique privé Institution Sainte Philomène;GRAND EST;ensemble;56;nd;nd;nd;56;33;11
0671636P;Lycée d'enseignement général et technologique privé ORT;GRAND EST;ensemble;62;48;60;-12;62;18;20
0671639T;Lycée général et technologique privé Institution Sainte Clotilde;GRAND EST;ensemble;61;67;64;3;61;26;13
0671696E;Lycée professionnel Schweisguth - Lycée des métiers;GRAND EST;dont apprentis;37;70;68;2;37;44;19
0671696E;Lycée professionnel Schweisguth - Lycée des métiers;GRAND EST;ensemble;45;57;57;0;45;31;24
0671696E;Lycée professionnel Schweisguth - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;53;39;42;-3;53;18;29
0671832C;Lycée polyvalent Jean-Baptiste Schwilgué;GRAND EST;dont apprentis;27;nd;nd;nd;27;69;4
0671832C;Lycée polyvalent Jean-Baptiste Schwilgué;GRAND EST;ensemble;46;62;55;7;46;34;20
0671832C;Lycée polyvalent Jean-Baptiste Schwilgué;GRAND EST;dont élèves en voie pro sco;48;57;51;6;48;30;22
0672050P;ECP - Ecole commerciale Privée;GRAND EST;ensemble;57;75;63;11;57;32;11
0672198A;Lycée polyvalent Le Corbusier - Lycée des métiers de l'architecture, de la construction et du design;GRAND EST;dont apprentis;37;73;73;0;37;46;17
0672198A;Lycée polyvalent Le Corbusier - Lycée des métiers de l'architecture, de la construction et du design;GRAND EST;ensemble;43;60;59;1;43;35;22
0672198A;Lycée polyvalent Le Corbusier - Lycée des métiers de l'architecture, de la construction et du design;GRAND EST;dont élèves en voie pro sco;49;43;40;3;49;22;29
0672299K;Lycée professionnel privé Institution Sainte Philomène;GRAND EST;ensemble;82;nd;nd;nd;82;14;4
0672305S;Lycée professionnel privé Institution Sainte Clotilde - Lycée des métiers;GRAND EST;ensemble;70;33;45;-12;70;10;20
0672534R;Lycée polyvalent Haut-Barr - Lycée des métiers;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0672534R;Lycée polyvalent Haut-Barr - Lycée des métiers;GRAND EST;ensemble;59;58;57;1;59;24;17
0672534R;Lycée polyvalent Haut-Barr - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;60;58;57;2;60;23;17
0672602P;Lycée professionnel privé Charles de Foucauld;GRAND EST;ensemble;65;52;47;5;65;18;17
0672614C;Lycée polyvalent Georges Imbert;GRAND EST;dont apprentis;29;68;79;-11;29;49;22
0672614C;Lycée polyvalent Georges Imbert;GRAND EST;ensemble;50;53;57;-4;50;27;23
0672614C;Lycée polyvalent Georges Imbert;GRAND EST;dont élèves en voie pro sco;57;44;45;0;57;19;24
0672615D;Lycée polyvalent Louis Marchal;GRAND EST;ensemble;48;59;46;12;48;30;22
0672616E;Lycée polyvalent  Gutenberg - Lycée des métiers des industries graphiques;GRAND EST;dont apprentis;46;58;67;-10;46;31;23
0672616E;Lycée polyvalent  Gutenberg - Lycée des métiers des industries graphiques;GRAND EST;ensemble;58;45;52;-7;58;19;23
0672616E;Lycée polyvalent  Gutenberg - Lycée des métiers des industries graphiques;GRAND EST;dont élèves en voie pro sco;60;41;48;-7;60;16;24
0672677W;Lycée polyvalent Marguerite Yourcenar;GRAND EST;ensemble;51;39;45;-6;51;19;30
0672806L;Lycée polyvalent Marcel Rudloff;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0672806L;Lycée polyvalent Marcel Rudloff;GRAND EST;ensemble;50;37;36;1;50;18;32
0672806L;Lycée polyvalent Marcel Rudloff;GRAND EST;dont élèves en voie pro sco;51;35;36;-1;51;17;32
0673109R;Lycée général et technologoique privé Charles de Foucauld;GRAND EST;ensemble;nd;nd;nd;nd;nd;nd;nd
0680001G;Lycée polyvalent Jean Jacques Henner;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0680001G;Lycée polyvalent Jean Jacques Henner;GRAND EST;ensemble;51;35;39;-4;51;17;32
0680001G;Lycée polyvalent Jean Jacques Henner;GRAND EST;dont élèves en voie pro sco;51;34;38;-4;51;17;32
0680007N;Lycée général et technologique Frédéric-Auguste Bartholdi;GRAND EST;ensemble;33;59;62;-3;33;39;28
0680008P;Lycée général et technologique Camille Sée;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0680008P;Lycée général et technologique Camille Sée;GRAND EST;ensemble;57;65;57;9;57;28;15
0680008P;Lycée général et technologique Camille Sée;GRAND EST;dont élèves en voie pro sco;60;60;54;7;60;24;16
0680010S;Lycée polyvalent Blaise Pascal;GRAND EST;ensemble;50;41;45;-5;50;20;30
0680015X;Lycée général et technologique Alfred Kastler;GRAND EST;ensemble;49;42;54;-12;49;22;29
0680016Y;Lycée polyvalent Théodore Deck;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0680016Y;Lycée polyvalent Théodore Deck;GRAND EST;ensemble;57;58;52;6;57;25;18
0680016Y;Lycée polyvalent Théodore Deck;GRAND EST;dont élèves en voie pro sco;57;58;52;6;57;25;18
0680027K;Lycée professionnel Joseph Vogt;GRAND EST;ensemble;60;52;42;10;60;21;19
0680031P;Lycée général et technologique Albert Schweitzer;GRAND EST;ensemble;52;64;60;4;52;31;17
0680032R;Lycée général et technologique Michel de Montaigne;GRAND EST;ensemble;48;81;69;12;48;42;10
0680034T;Lycée général et technologique Louis Armand;GRAND EST;dont apprentis;38;81;78;2;38;50;12
0680034T;Lycée général et technologique Louis Armand;GRAND EST;ensemble;43;61;60;1;43;35;22
0680034T;Lycée général et technologique Louis Armand;GRAND EST;dont élèves en voie pro sco;44;55;55;0;44;31;25
0680037W;Lycée professionnel  Charles Stoessel - Lycée des métiers;GRAND EST;ensemble;47;36;33;3;47;19;34
0680039Y;Lycée professionnel F.D. Roosevelt - Lycée des métiers;GRAND EST;dont apprentis;33;66;67;-1;33;44;23
0680039Y;Lycée professionnel F.D. Roosevelt - Lycée des métiers;GRAND EST;ensemble;39;56;54;1;39;34;27
0680039Y;Lycée professionnel F.D. Roosevelt - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;47;39;35;4;47;21;32
0680041A;Lycée professionnel du Rebberg - Lycée des métiers;GRAND EST;ensemble;47;36;39;-4;47;19;34
0680066C;Lycée polyvalent Jean Mermoz;GRAND EST;dont apprentis;43;62;68;-5;43;36;21
0680066C;Lycée polyvalent Jean Mermoz;GRAND EST;ensemble;49;41;48;-7;49;21;30
0680066C;Lycée polyvalent Jean Mermoz;GRAND EST;dont élèves en voie pro sco;50;36;43;-7;50;18;32
0680068E;Lycée polyvalent Louise Weiss;GRAND EST;ensemble;56;49;47;1;56;21;23
0680073K;Lycée général et technologique Scheurer Kestner;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0680073K;Lycée général et technologique Scheurer Kestner;GRAND EST;ensemble;29;55;59;-4;29;39;32
0680073K;Lycée général et technologique Scheurer Kestner;GRAND EST;dont élèves en voie pro sco;25;57;59;-2;25;43;32
0680074L;Lycée professionnel Charles Pointet - Lycée des métiers;GRAND EST;dont apprentis;33;nd;nd;nd;33;37;30
0680074L;Lycée professionnel Charles Pointet - Lycée des métiers;GRAND EST;ensemble;52;38;39;-1;52;18;30
0680074L;Lycée professionnel Charles Pointet - Lycée des métiers;GRAND EST;dont élèves en voie pro sco;54;36;36;0;54;17;29
0680149T;Lycée général et technologique épiscopal Saint André;GRAND EST;ensemble;73;nd;nd;nd;73;21;6
0680151V;Institution Sainte Jeanne d'Arc;GRAND EST;ensemble;74;nd;nd;nd;74;23;3
0680154Y;Lycée professionnel privé Institut Sonnenberg - Lycée des métiers;GRAND EST;ensemble;66;37;44;-7;66;13;21
0680159D;Lycée professionnel privé Saint Joseph de Cluny;GRAND EST;ensemble;58;32;41;-9;58;13;29
0680161F;Lycée professionnel privé Institution Don Bosco;GRAND EST;ensemble;53;42;38;5;53;20;27
0681656F;Lycée professionnel privé Institution Saint Jean;GRAND EST;ensemble;63;43;48;-5;63;16;21
0681768C;Lycée polyvalent Lavoisier;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0681768C;Lycée polyvalent Lavoisier;GRAND EST;ensemble;40;62;64;-2;40;37;23
0681768C;Lycée polyvalent Lavoisier;GRAND EST;dont élèves en voie pro sco;39;63;64;-2;39;38;23
0681801N;Lycée polyvalent C. De Gaulle - Lycée des métiers de la sécurité et de l'industrie;GRAND EST;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0681801N;Lycée polyvalent C. De Gaulle - Lycée des métiers de la sécurité et de l'industrie;GRAND EST;ensemble;52;65;57;8;52;31;17
0681801N;Lycée polyvalent C. De Gaulle - Lycée des métiers de la sécurité et de l'industrie;GRAND EST;dont élèves en voie pro sco;54;63;54;9;54;30;16
0681809X;Lycée polyvalent E. Bugatti - Lycée  des métiers de l'automobile, du transport et de la logistique;GRAND EST;ensemble;34;41;43;-2;34;27;39
0681810Y;Lycée  professionnel  Gustave Eiffel - Lycées des métiers du bâtiment et des travaux publics;GRAND EST;dont apprentis;37;68;70;-2;37;43;20
0681810Y;Lycée  professionnel  Gustave Eiffel - Lycées des métiers du bâtiment et des travaux publics;GRAND EST;ensemble;42;57;59;-2;42;33;25
0681810Y;Lycée  professionnel  Gustave Eiffel - Lycées des métiers du bâtiment et des travaux publics;GRAND EST;dont élèves en voie pro sco;49;35;36;-1;49;18;33
0681817F;Lycée polyvalent Lazare de Schwendi - Lycée des métiers;GRAND EST;ensemble;55;48;42;6;55;22;23
0681839E;Lycée polyvalent Joseph Storck  - Lycées des métiers de l'hôtellerie;GRAND EST;dont apprentis;35;69;65;4;35;45;20
0681839E;Lycée polyvalent Joseph Storck  - Lycées des métiers de l'hôtellerie;GRAND EST;ensemble;47;61;55;6;47;32;21
0681839E;Lycée polyvalent Joseph Storck  - Lycées des métiers de l'hôtellerie;GRAND EST;dont élèves en voie pro sco;53;54;46;8;53;26;21
0681882B;Lycée polyvalent Martin Schongauer;GRAND EST;ensemble;50;47;44;3;50;23;27
0681888H;Lycée polyvalent Amélie Zurcher;GRAND EST;ensemble;54;26;34;-8;54;12;34
0682079R;Lycée d'enseignement général et technologique privé Institution Saint Jean;GRAND EST;ensemble;64;nd;nd;nd;64;28;8
0690003D;Lycée professionnel Barthélémy Thimonnier;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0690003D;Lycée professionnel Barthélémy Thimonnier;AUVERGNE-RHONE-ALPES;ensemble;52;52;46;6;52;25;23
0690003D;Lycée professionnel Barthélémy Thimonnier;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;52;53;46;7;52;26;22
0690008J;Lycée professionnel Gustave Eiffel;AUVERGNE-RHONE-ALPES;dont apprentis;23;80;70;10;23;62;15
0690008J;Lycée professionnel Gustave Eiffel;AUVERGNE-RHONE-ALPES;ensemble;43;53;53;0;43;30;27
0690008J;Lycée professionnel Gustave Eiffel;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;52;36;42;-6;52;18;30
0690010L;Lycée professionnel Tony Garnier - Lycée des métiers du bâtiment et des travaux publics;AUVERGNE-RHONE-ALPES;dont apprentis;61;75;77;-2;61;29;10
0690010L;Lycée professionnel Tony Garnier - Lycée des métiers du bâtiment et des travaux publics;AUVERGNE-RHONE-ALPES;ensemble;48;41;45;-4;48;21;31
0690010L;Lycée professionnel Tony Garnier - Lycée des métiers du bâtiment et des travaux publics;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;46;38;42;-4;46;20;34
0690018V;Lycée professionnel Danielle Casanova - Lycée des métiers du cuir et des services;AUVERGNE-RHONE-ALPES;dont apprentis;21;nd;nd;nd;21;46;33
0690018V;Lycée professionnel Danielle Casanova - Lycée des métiers du cuir et des services;AUVERGNE-RHONE-ALPES;ensemble;41;42;44;-2;41;24;35
0690018V;Lycée professionnel Danielle Casanova - Lycée des métiers du cuir et des services;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;43;39;40;-1;43;22;35
0690023A;Lycée général et technologique Ampère;AUVERGNE-RHONE-ALPES;ensemble;59;81;69;12;59;33;8
0690029G;Lycée général et technologique Lacassagne;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0690029G;Lycée général et technologique Lacassagne;AUVERGNE-RHONE-ALPES;ensemble;40;50;62;-12;40;30;30
0690029G;Lycée général et technologique Lacassagne;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;40;44;56;-12;40;26;34
0690032K;Lycée général et technologique Juliette Récamier;AUVERGNE-RHONE-ALPES;ensemble;44;65;63;2;44;36;20
0690035N;Lycée général et technologique Auguste et Louis Lumière;AUVERGNE-RHONE-ALPES;ensemble;62;62;64;-2;62;23;15
0690037R;Lycée général et technologique La Martinière Diderot;AUVERGNE-RHONE-ALPES;dont apprentis;27;80;83;-3;27;58;15
0690037R;Lycée général et technologique La Martinière Diderot;AUVERGNE-RHONE-ALPES;ensemble;32;73;69;4;32;50;18
0690037R;Lycée général et technologique La Martinière Diderot;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;34;70;61;9;34;46;20
0690038S;Lycée général et technologique La Martinière Duchère;AUVERGNE-RHONE-ALPES;dont apprentis;54;nd;nd;nd;54;27;19
0690038S;Lycée général et technologique La Martinière Duchère;AUVERGNE-RHONE-ALPES;ensemble;51;65;63;1;51;32;17
0690038S;Lycée général et technologique La Martinière Duchère;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;51;65;63;2;51;32;17
0690040U;Lycée polyvalent Hector Guimard - Lycée des métiers de la fonderie, de la plasturgie et des outillages associés, de la prothèse dentaire;AUVERGNE-RHONE-ALPES;dont apprentis;43;85;73;12;43;49;8
0690040U;Lycée polyvalent Hector Guimard - Lycée des métiers de la fonderie, de la plasturgie et des outillages associés, de la prothèse dentaire;AUVERGNE-RHONE-ALPES;ensemble;50;64;59;4;50;32;18
0690040U;Lycée polyvalent Hector Guimard - Lycée des métiers de la fonderie, de la plasturgie et des outillages associés, de la prothèse dentaire;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;52;58;56;2;52;28;20
0690042W;Lycée général et technologique Colbert;AUVERGNE-RHONE-ALPES;dont apprentis;23;71;68;2;23;55;22
0690042W;Lycée général et technologique Colbert;AUVERGNE-RHONE-ALPES;ensemble;34;63;66;-3;34;42;24
0690042W;Lycée général et technologique Colbert;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;36;62;65;-4;36;40;24
0690043X;Lycée professionnel Jacques de Flesselles - Lycée des métiers du génie électrique et de la bureautique;AUVERGNE-RHONE-ALPES;dont apprentis;35;nd;nd;nd;35;54;11
0690043X;Lycée professionnel Jacques de Flesselles - Lycée des métiers du génie électrique et de la bureautique;AUVERGNE-RHONE-ALPES;ensemble;53;46;44;1;53;21;26
0690043X;Lycée professionnel Jacques de Flesselles - Lycée des métiers du génie électrique et de la bureautique;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;55;41;40;0;55;19;26
0690045Z;Lycée professionnel Jean Lurçat - Lycée des métiers des services aux  personnes et aux entreprises;AUVERGNE-RHONE-ALPES;dont apprentis;9;76;66;11;9;70;21
0690045Z;Lycée professionnel Jean Lurçat - Lycée des métiers des services aux  personnes et aux entreprises;AUVERGNE-RHONE-ALPES;ensemble;43;54;49;5;43;31;26
0690045Z;Lycée professionnel Jean Lurçat - Lycée des métiers des services aux  personnes et aux entreprises;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;48;47;44;4;48;24;28
0690046A;Lycée professionnel Louise Labé - Lycée des métiers réseau textile mode cuir;AUVERGNE-RHONE-ALPES;ensemble;57;50;47;3;57;21;22
0690047B;Lycée professionnel Magenta - Lycée des métiers des services administratifs;AUVERGNE-RHONE-ALPES;ensemble;64;55;43;12;64;20;16
0690048C;Lycée professionnel Diderot - Lycée des métiers du textile, de l'habillement et de la maintenance industrielle;AUVERGNE-RHONE-ALPES;ensemble;57;45;45;1;57;20;23
0690074F;Lycée général et technologique Parc Chabrières;AUVERGNE-RHONE-ALPES;dont apprentis;24;nd;nd;nd;24;64;12
0690074F;Lycée général et technologique Parc Chabrières;AUVERGNE-RHONE-ALPES;ensemble;39;67;66;2;39;41;20
0690074F;Lycée général et technologique Parc Chabrières;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;43;63;62;1;43;36;21
0690085T;Lycée polyvalent René Cassin;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0690085T;Lycée polyvalent René Cassin;AUVERGNE-RHONE-ALPES;ensemble;52;57;47;10;52;27;21
0690085T;Lycée polyvalent René Cassin;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;53;58;47;11;53;27;20
0690092A;Lycée professionnel du 1er Film - Lycée des métiers de la beauté, la communication et la restauration;AUVERGNE-RHONE-ALPES;dont apprentis;8;77;69;9;8;71;21
0690092A;Lycée professionnel du 1er Film - Lycée des métiers de la beauté, la communication et la restauration;AUVERGNE-RHONE-ALPES;ensemble;49;46;53;-8;49;23;28
0690092A;Lycée professionnel du 1er Film - Lycée des métiers de la beauté, la communication et la restauration;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;51;42;51;-10;51;20;29
0690093B;Lycée professionnel Hélène Boucher - Lycée des métiers de la restauration, de la proprete et de l'environnement;AUVERGNE-RHONE-ALPES;dont apprentis;5;64;67;-3;5;60;35
0690093B;Lycée professionnel Hélène Boucher - Lycée des métiers de la restauration, de la proprete et de l'environnement;AUVERGNE-RHONE-ALPES;ensemble;25;50;52;-1;25;38;37
0690093B;Lycée professionnel Hélène Boucher - Lycée des métiers de la restauration, de la proprete et de l'environnement;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;32;43;44;0;32;30;38
0690097F;Lycée polyvalent Claude Bernard - Lycée des métiers de la vente, des services et du commerce;AUVERGNE-RHONE-ALPES;dont apprentis;33;81;71;9;33;54;13
0690097F;Lycée polyvalent Claude Bernard - Lycée des métiers de la vente, des services et du commerce;AUVERGNE-RHONE-ALPES;ensemble;50;56;53;3;50;28;22
0690097F;Lycée polyvalent Claude Bernard - Lycée des métiers de la vente, des services et du commerce;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;54;49;48;1;54;23;23
0690103M;Lycée polyvalent Frédéric Fays - Lycée des métiers des techniques de conception et de production;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0690103M;Lycée polyvalent Frédéric Fays - Lycée des métiers des techniques de conception et de production;AUVERGNE-RHONE-ALPES;ensemble;42;47;53;-6;42;27;31
0690103M;Lycée polyvalent Frédéric Fays - Lycée des métiers des techniques de conception et de production;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;43;42;49;-7;43;24;33
0690104N;Lycée général et technologique Marcel Sembat;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0690104N;Lycée général et technologique Marcel Sembat;AUVERGNE-RHONE-ALPES;ensemble;37;61;57;4;37;38;25
0690104N;Lycée général et technologique Marcel Sembat;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;33;61;56;4;33;41;26
0690105P;Lycée professionnel Emile Béjuit - Automobile - Lycée des métiers de l'automobile et du transport;AUVERGNE-RHONE-ALPES;dont apprentis;68;nd;nd;nd;68;27;5
0690105P;Lycée professionnel Emile Béjuit - Automobile - Lycée des métiers de l'automobile et du transport;AUVERGNE-RHONE-ALPES;ensemble;40;49;51;-2;40;29;31
0690105P;Lycée professionnel Emile Béjuit - Automobile - Lycée des métiers de l'automobile et du transport;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;37;46;49;-3;37;29;34
0690107S;Lycée professionnel Alfred de Musset - Lycée des métiers de la logistique et du transport - Lycée des métiers de la maintenance industrielle;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0690107S;Lycée professionnel Alfred de Musset - Lycée des métiers de la logistique et du transport - Lycée des métiers de la maintenance industrielle;AUVERGNE-RHONE-ALPES;ensemble;43;42;49;-7;43;24;33
0690107S;Lycée professionnel Alfred de Musset - Lycée des métiers de la logistique et du transport - Lycée des métiers de la maintenance industrielle;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;44;39;47;-8;44;22;34
0690109U;Lycée professionnel Marie Curie - Lycée des métiers du commerce et du service à la personne;AUVERGNE-RHONE-ALPES;dont apprentis;13;62;70;-8;13;54;33
0690109U;Lycée professionnel Marie Curie - Lycée des métiers du commerce et du service à la personne;AUVERGNE-RHONE-ALPES;ensemble;46;55;57;-3;46;30;24
0690109U;Lycée professionnel Marie Curie - Lycée des métiers du commerce et du service à la personne;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;62;46;43;3;62;17;21
0690125L;Lycée professionnel Camille Claudel - Lycée des métiers de la chapellerie, du tertiaire commercial et administratif;AUVERGNE-RHONE-ALPES;ensemble;47;44;41;3;47;24;29
0690128P;Lycée polyvalent Edouard Branly - Lycée des métiers de l'énergie, de la lumière et du numérique;AUVERGNE-RHONE-ALPES;dont apprentis;31;75;80;-5;31;52;17
0690128P;Lycée polyvalent Edouard Branly - Lycée des métiers de l'énergie, de la lumière et du numérique;AUVERGNE-RHONE-ALPES;ensemble;53;59;55;4;53;28;19
0690128P;Lycée polyvalent Edouard Branly - Lycée des métiers de l'énergie, de la lumière et du numérique;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;54;58;52;5;54;26;20
0690129R;Lycée professionnel Edmond Labbé - Lycée des métiers de l'énergie;AUVERGNE-RHONE-ALPES;dont apprentis;37;83;73;10;37;53;10
0690129R;Lycée professionnel Edmond Labbé - Lycée des métiers de l'énergie;AUVERGNE-RHONE-ALPES;ensemble;41;44;47;-3;41;26;33
0690129R;Lycée professionnel Edmond Labbé - Lycée des métiers de l'énergie;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;42;38;43;-5;42;22;36
0690132U;Lycée général et technologique Pierre Brossolette;AUVERGNE-RHONE-ALPES;dont apprentis;57;nd;nd;nd;57;30;13
0690132U;Lycée général et technologique Pierre Brossolette;AUVERGNE-RHONE-ALPES;ensemble;48;69;63;6;48;36;16
0690132U;Lycée général et technologique Pierre Brossolette;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;47;69;62;7;47;37;16
0690281F;Lycée professionnel Joseph-Marie Jacquard - Lycée des métiers mode - LYC MET services personne et entreprise - LYC MET réseau textile mode cuir;AUVERGNE-RHONE-ALPES;ensemble;50;49;45;4;50;25;25
0690520R;Lycée général et technologique privé La Favorite Sainte Thérèse;AUVERGNE-RHONE-ALPES;ensemble;44;68;64;4;44;38;18
0690521S;Lycée général et technologique privé Sainte Marie;AUVERGNE-RHONE-ALPES;ensemble;71;50;62;-12;71;14;15
0690539L;Lycée général et technologique privé Assomption Bellevue;AUVERGNE-RHONE-ALPES;ensemble;57;67;64;3;57;29;14
0690542P;Lycée général et technologique privé des Chassagnes;AUVERGNE-RHONE-ALPES;ensemble;51;65;59;6;51;32;17
0690543R;Lycée général et technologique privé Saint Thomas d'Aquin Véritas;AUVERGNE-RHONE-ALPES;ensemble;58;nd;nd;nd;58;26;16
0690553B;Lycée général et technologique privé Notre Dame;AUVERGNE-RHONE-ALPES;ensemble;63;66;64;2;63;24;13
0690563M;Lycée général et technologique privé Saint Louis-Saint Bruno;AUVERGNE-RHONE-ALPES;ensemble;77;70;65;5;77;16;7
0690564N;Lycée général et technologique privé Institution des Chartreux;AUVERGNE-RHONE-ALPES;ensemble;78;67;59;7;78;15;7
