n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0380010E;Lycée professionnel Gambetta;AUVERGNE-RHONE-ALPES;ensemble;49;51;47;4;49;26;25
0380010E;Lycée professionnel Gambetta;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;53;45;42;3;53;21;26
0380014J;Lycée polyvalent Hector Berlioz;AUVERGNE-RHONE-ALPES;dont apprentis;66;nd;nd;nd;66;17;17
0380014J;Lycée polyvalent Hector Berlioz;AUVERGNE-RHONE-ALPES;ensemble;50;41;40;1;50;21;29
0380014J;Lycée polyvalent Hector Berlioz;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;48;40;37;3;48;21;31
0380018N;Lycée technologique privé Iser - Lycée des métiers du commerce, du social et des services à la personne;AUVERGNE-RHONE-ALPES;ensemble;63;65;66;-1;63;24;13
0380023U;Lycée professionnel Jacques Prévert;AUVERGNE-RHONE-ALPES;ensemble;53;45;44;2;53;21;26
0380032D;Lycée polyvalent Emmanuel Mounier;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0380032D;Lycée polyvalent Emmanuel Mounier;AUVERGNE-RHONE-ALPES;ensemble;56;47;44;3;56;21;23
0380032D;Lycée polyvalent Emmanuel Mounier;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;56;47;43;3;56;20;24
0380033E;Lycée polyvalent Vaucanson;AUVERGNE-RHONE-ALPES;dont apprentis;30;52;64;-12;30;37;33
0380033E;Lycée polyvalent Vaucanson;AUVERGNE-RHONE-ALPES;ensemble;57;55;56;-1;57;24;19
0380033E;Lycée polyvalent Vaucanson;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;59;55;53;2;59;23;18
0380034F;Lycée polyvalent Louise Michel - Lycée des métiers au service de la vie et des organisations;AUVERGNE-RHONE-ALPES;dont apprentis;50;67;74;-7;50;33;17
0380034F;Lycée polyvalent Louise Michel - Lycée des métiers au service de la vie et des organisations;AUVERGNE-RHONE-ALPES;ensemble;52;70;61;9;52;33;15
0380034F;Lycée polyvalent Louise Michel - Lycée des métiers au service de la vie et des organisations;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;52;70;60;10;52;33;15
0380035G;Lycée polyvalent Lesdiguiéres;AUVERGNE-RHONE-ALPES;dont apprentis;28;71;76;-4;28;51;21
0380035G;Lycée polyvalent Lesdiguiéres;AUVERGNE-RHONE-ALPES;ensemble;53;68;61;7;53;32;15
0380035G;Lycée polyvalent Lesdiguiéres;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;56;68;59;9;56;30;14
0380036H;Lycée professionnel Guynemer - Lycée des métiers de l'automobile de la maintenance des engins et des équipements;AUVERGNE-RHONE-ALPES;dont apprentis;35;nd;nd;nd;35;40;25
0380036H;Lycée professionnel Guynemer - Lycée des métiers de l'automobile de la maintenance des engins et des équipements;AUVERGNE-RHONE-ALPES;ensemble;50;58;57;2;50;29;21
0380036H;Lycée professionnel Guynemer - Lycée des métiers de l'automobile de la maintenance des engins et des équipements;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;51;58;55;3;51;28;21
0380049X;Lycée polyvalent de la matheysine;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0380049X;Lycée polyvalent de la matheysine;AUVERGNE-RHONE-ALPES;ensemble;64;44;46;-3;64;16;20
0380049X;Lycée polyvalent de la matheysine;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;64;42;45;-3;64;15;21
0380053B;Lycée polyvalent Charles Gabriel Pravaz;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0380053B;Lycée polyvalent Charles Gabriel Pravaz;AUVERGNE-RHONE-ALPES;ensemble;47;46;41;5;47;25;28
0380053B;Lycée polyvalent Charles Gabriel Pravaz;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;47;46;39;7;47;24;29
0380063M;Lycée polyvalent La Saulaie;AUVERGNE-RHONE-ALPES;ensemble;57;44;37;6;57;19;24
0380073Y;Lycée polyvalent Elie Cartan;AUVERGNE-RHONE-ALPES;dont apprentis;48;nd;nd;nd;48;26;26
0380073Y;Lycée polyvalent Elie Cartan;AUVERGNE-RHONE-ALPES;ensemble;49;40;47;-7;49;20;31
0380073Y;Lycée polyvalent Elie Cartan;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;49;37;40;-3;49;19;32
0380081G;Lycée polyvalent Ella Fitzgerald;AUVERGNE-RHONE-ALPES;dont apprentis;57;67;69;-2;57;29;14
0380081G;Lycée polyvalent Ella Fitzgerald;AUVERGNE-RHONE-ALPES;ensemble;50;55;52;3;50;28;22
0380081G;Lycée polyvalent Ella Fitzgerald;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;49;54;50;4;49;28;23
0380083J;Lycée polyvalent Galilée - Lycée des métiers de la chimie et des process industriels;AUVERGNE-RHONE-ALPES;dont apprentis;22;nd;nd;nd;22;57;21
0380083J;Lycée polyvalent Galilée - Lycée des métiers de la chimie et des process industriels;AUVERGNE-RHONE-ALPES;ensemble;47;49;47;2;47;26;27
0380083J;Lycée polyvalent Galilée - Lycée des métiers de la chimie et des process industriels;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;49;47;44;2;49;24;27
0380089R;Lycée polyvalent Portes de l'Oisans - Lycée des métiers de l'électronique et du numérique;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0380089R;Lycée polyvalent Portes de l'Oisans - Lycée des métiers de l'électronique et du numérique;AUVERGNE-RHONE-ALPES;ensemble;61;59;50;9;61;23;16
0380089R;Lycée polyvalent Portes de l'Oisans - Lycée des métiers de l'électronique et du numérique;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;62;57;48;9;62;22;16
0380091T;Lycée polyvalent Edouard Herriot;AUVERGNE-RHONE-ALPES;dont apprentis;56;80;70;10;56;36;8
0380091T;Lycée polyvalent Edouard Herriot;AUVERGNE-RHONE-ALPES;ensemble;57;52;50;2;57;23;20
0380091T;Lycée polyvalent Edouard Herriot;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;57;46;46;0;57;20;23
0380092U;Lycée polyvalent Ferdinand Buisson;AUVERGNE-RHONE-ALPES;dont apprentis;33;75;71;4;33;50;17
0380092U;Lycée polyvalent Ferdinand Buisson;AUVERGNE-RHONE-ALPES;ensemble;57;56;53;3;57;24;19
0380092U;Lycée polyvalent Ferdinand Buisson;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;61;50;48;2;61;20;19
0381599G;Lycée polyvalent de l Edit;AUVERGNE-RHONE-ALPES;dont apprentis;38;nd;nd;nd;38;33;29
0381599G;Lycée polyvalent de l Edit;AUVERGNE-RHONE-ALPES;ensemble;43;37;41;-5;43;21;36
0381599G;Lycée polyvalent de l Edit;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;43;35;39;-4;43;20;37
0381602K;Lycée professionnel L'Odyssée;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0381602K;Lycée professionnel L'Odyssée;AUVERGNE-RHONE-ALPES;ensemble;55;42;39;3;55;19;26
0381602K;Lycée professionnel L'Odyssée;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;55;42;38;4;55;19;26
0381603L;Lycée polyvalent André Argouges;AUVERGNE-RHONE-ALPES;dont apprentis;39;78;80;-2;39;48;13
0381603L;Lycée polyvalent André Argouges;AUVERGNE-RHONE-ALPES;ensemble;54;53;56;-3;54;24;22
0381603L;Lycée polyvalent André Argouges;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;55;51;53;-3;55;23;22
0381666E;Lycée général et technologique privé Pierre Termier;AUVERGNE-RHONE-ALPES;ensemble;44;nd;nd;nd;44;33;23
0381670J;Lycée général privé Jeanne d'Arc;AUVERGNE-RHONE-ALPES;ensemble;nd;nd;nd;nd;nd;nd;nd
0381678T;Lycée Polyvalent privé Robin;AUVERGNE-RHONE-ALPES;ensemble;61;62;56;6;61;24;15
0381732B;Lycée professionnel privé François Verguin - Lycée des métiers de la chimie et des process industriels;AUVERGNE-RHONE-ALPES;ensemble;33;53;49;4;33;35;32
0381733C;Lycée professionnel privé Jeanne d'Arc;AUVERGNE-RHONE-ALPES;ensemble;63;46;52;-6;63;17;20
0381741L;Lycée professionnel privé Le Breda - Lycée des métiers du commerce du social et des services à la personne;AUVERGNE-RHONE-ALPES;ensemble;51;40;52;-12;51;20;29
0381758E;Lycée professionnel privé Les Charmilles;AUVERGNE-RHONE-ALPES;ensemble;65;55;44;11;65;19;16
0381805F;Lycée professionnel privé Les portes de Chartreuse;AUVERGNE-RHONE-ALPES;ensemble;72;58;49;9;72;16;12
0381806G;Lycée professionnel privé Bordier - Lycée des métiers du commerce du social et des services à la personne;AUVERGNE-RHONE-ALPES;ensemble;49;58;49;9;49;29;22
0381809K;Lycée professionnel privé Les Gorges - Lycée des métiers du commerce, du social et des services à la personne;AUVERGNE-RHONE-ALPES;ensemble;62;29;41;-12;62;11;27
0382031B;Lycée professionnel Thomas Edison;AUVERGNE-RHONE-ALPES;dont apprentis;50;nd;nd;nd;50;35;15
0382031B;Lycée professionnel Thomas Edison;AUVERGNE-RHONE-ALPES;ensemble;57;46;49;-3;57;20;23
0382031B;Lycée professionnel Thomas Edison;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;58;42;44;-2;58;17;25
0382099A;Lycée polyvalent Roger Deschaux;AUVERGNE-RHONE-ALPES;dont apprentis;44;90;81;8;44;50;6
0382099A;Lycée polyvalent Roger Deschaux;AUVERGNE-RHONE-ALPES;ensemble;48;72;65;7;48;38;14
0382099A;Lycée polyvalent Roger Deschaux;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;50;62;56;6;50;31;19
0382107J;Etablissement régional d'enseignement adapté Pierre RABHI;AUVERGNE-RHONE-ALPES;ensemble;53;33;35;-2;53;16;31
0382203N;Lycée polyvalent Pablo Neruda - Lycée des métiers de l'électricité et de ses environnements connectés;AUVERGNE-RHONE-ALPES;dont apprentis;35;74;79;-5;35;48;17
0382203N;Lycée polyvalent Pablo Neruda - Lycée des métiers de l'électricité et de ses environnements connectés;AUVERGNE-RHONE-ALPES;ensemble;58;58;61;-3;58;25;17
0382203N;Lycée polyvalent Pablo Neruda - Lycée des métiers de l'électricité et de ses environnements connectés;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;65;50;52;-2;65;18;17
0382271M;Lycée professionnel J.CL.Aubry - Lycée des métiers des arts et des techniques de l'industrie;AUVERGNE-RHONE-ALPES;dont apprentis;43;85;73;12;43;49;8
0382271M;Lycée professionnel J.CL.Aubry - Lycée des métiers des arts et des techniques de l'industrie;AUVERGNE-RHONE-ALPES;ensemble;43;50;44;6;43;29;28
0382271M;Lycée professionnel J.CL.Aubry - Lycée des métiers des arts et des techniques de l'industrie;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;42;46;41;6;42;27;31
0382274R;Lycée professionnel Françoise Dolto;AUVERGNE-RHONE-ALPES;dont apprentis;43;nd;nd;nd;43;43;14
0382274R;Lycée professionnel Françoise Dolto;AUVERGNE-RHONE-ALPES;ensemble;54;52;50;2;54;24;22
0382274R;Lycée professionnel Françoise Dolto;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;56;48;46;1;56;21;23
0382440W;Lycée polyvalent Léonard de Vinci - Lycée des métiers de l'audiovisuel et du design;AUVERGNE-RHONE-ALPES;dont apprentis;32;47;59;-12;32;32;36
0382440W;Lycée polyvalent Léonard de Vinci - Lycée des métiers de l'audiovisuel et du design;AUVERGNE-RHONE-ALPES;ensemble;49;47;53;-6;49;24;27
0382440W;Lycée polyvalent Léonard de Vinci - Lycée des métiers de l'audiovisuel et du design;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;53;47;46;0;53;22;25
0382780R;Lycée général et technologique Aristide Bergès;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0382780R;Lycée général et technologique Aristide Bergès;AUVERGNE-RHONE-ALPES;ensemble;63;67;60;6;63;25;12
0382780R;Lycée général et technologique Aristide Bergès;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;63;66;60;7;63;24;13
0382838D;Lycée général et technologique La Pléiade;AUVERGNE-RHONE-ALPES;ensemble;36;70;65;5;36;45;19
0382863F;Lycée polyvalent du Grésivaudan;AUVERGNE-RHONE-ALPES;dont apprentis;47;79;75;3;47;42;11
0382863F;Lycée polyvalent du Grésivaudan;AUVERGNE-RHONE-ALPES;ensemble;57;67;66;2;57;29;14
0382863F;Lycée polyvalent du Grésivaudan;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;61;61;61;1;61;24;15
0382893N;Lycée professionnel privé Jean Marie Vianney;AUVERGNE-RHONE-ALPES;ensemble;18;56;44;12;18;45;37
0382895R;Lycée polyvalent Ph Delorme;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0382895R;Lycée polyvalent Ph Delorme;AUVERGNE-RHONE-ALPES;ensemble;50;52;53;-1;50;26;24
0382895R;Lycée polyvalent Ph Delorme;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;46;51;52;-1;46;27;27
0382920T;Lycée général et technologique Marie Curie;AUVERGNE-RHONE-ALPES;ensemble;46;60;66;-6;46;32;22
0383072H;Lycée polyvalent Privé Saint Marc;AUVERGNE-RHONE-ALPES;ensemble;63;18;30;-12;63;7;30
0383119J;Lycée général et technologique Pierre Beghin;AUVERGNE-RHONE-ALPES;ensemble;50;nd;nd;nd;50;21;29
0383208F;Lycée polyvalent privé Philippine Duchesne;AUVERGNE-RHONE-ALPES;ensemble;71;49;60;-12;71;14;15
0390012B;Lycée général Charles Nodier;BOURGOGNE-FRANCHE-COMTE;dont apprentis;27;nd;nd;nd;27;59;14
0390012B;Lycée général Charles Nodier;BOURGOGNE-FRANCHE-COMTE;ensemble;17;66;70;-4;17;55;28
0390012B;Lycée général Charles Nodier;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;11;59;67;-8;11;53;36
0390013C;Lycée polyvalent Jacques Duhamel;BOURGOGNE-FRANCHE-COMTE;dont apprentis;18;87;81;6;18;71;11
0390013C;Lycée polyvalent Jacques Duhamel;BOURGOGNE-FRANCHE-COMTE;ensemble;54;61;58;3;54;28;18
0390013C;Lycée polyvalent Jacques Duhamel;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;59;54;51;2;59;22;19
0390015E;Lycée professionnel Jacques Prévert - Lycée des métiers de la mode et de l'esthétique;BOURGOGNE-FRANCHE-COMTE;dont apprentis;10;nd;nd;nd;10;45;45
0390015E;Lycée professionnel Jacques Prévert - Lycée des métiers de la mode et de l'esthétique;BOURGOGNE-FRANCHE-COMTE;ensemble;47;52;46;6;47;28;25
0390015E;Lycée professionnel Jacques Prévert - Lycée des métiers de la mode et de l'esthétique;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;50;53;45;8;50;26;24
0390019J;Lycée général et technologique Jean Michel;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0390019J;Lycée général et technologique Jean Michel;BOURGOGNE-FRANCHE-COMTE;ensemble;46;61;68;-7;46;33;21
0390019J;Lycée général et technologique Jean Michel;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;55;nd;nd;nd;55;30;15
0390020K;Lycée professionnel Le Corbusier-Bâtiment;BOURGOGNE-FRANCHE-COMTE;dont apprentis;33;nd;nd;nd;33;54;13
0390020K;Lycée professionnel Le Corbusier-Bâtiment;BOURGOGNE-FRANCHE-COMTE;ensemble;50;44;44;1;50;22;28
0390020K;Lycée professionnel Le Corbusier-Bâtiment;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;54;29;35;-6;54;13;33
0390021L;Lycée professionnel Montciel;BOURGOGNE-FRANCHE-COMTE;ensemble;58;45;39;6;58;19;23
0390024P;Lycée professionnel Pierre Vernotte;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0390024P;Lycée professionnel Pierre Vernotte;BOURGOGNE-FRANCHE-COMTE;ensemble;53;40;45;-5;53;19;28
0390024P;Lycée professionnel Pierre Vernotte;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;55;42;44;-2;55;19;26
0390027T;LPO Victor Bérard - Lycée des métiers de l'optique et des microtechniques;BOURGOGNE-FRANCHE-COMTE;dont apprentis;52;79;86;-7;52;38;10
0390027T;LPO Victor Bérard - Lycée des métiers de l'optique et des microtechniques;BOURGOGNE-FRANCHE-COMTE;ensemble;59;69;69;1;59;28;13
0390027T;LPO Victor Bérard - Lycée des métiers de l'optique et des microtechniques;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;60;67;65;2;60;27;13
0390029V;Lycée polyvalent des métiers du bois;BOURGOGNE-FRANCHE-COMTE;dont apprentis;39;87;77;9;39;53;8
0390029V;Lycée polyvalent des métiers du bois;BOURGOGNE-FRANCHE-COMTE;ensemble;53;77;70;7;53;36;11
0390029V;Lycée polyvalent des métiers du bois;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;58;70;65;5;58;29;13
0390033Z;Lycée polyvalent Hyacinthe Friant - Lycée des métiers de l'hôtellerie, de la restauration et du sanitaire et du social;BOURGOGNE-FRANCHE-COMTE;dont apprentis;12;68;70;-1;12;60;28
0390033Z;Lycée polyvalent Hyacinthe Friant - Lycée des métiers de l'hôtellerie, de la restauration et du sanitaire et du social;BOURGOGNE-FRANCHE-COMTE;ensemble;43;63;60;2;43;35;22
0390033Z;Lycée polyvalent Hyacinthe Friant - Lycée des métiers de l'hôtellerie, de la restauration et du sanitaire et du social;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;49;61;57;4;49;31;20
0390055Y;Etablissement régional d'enseignement adapté La Moraine;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0390055Y;Etablissement régional d'enseignement adapté La Moraine;BOURGOGNE-FRANCHE-COMTE;ensemble;53;nd;nd;nd;53;9;38
0390055Y;Etablissement régional d'enseignement adapté La Moraine;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;50;nd;nd;nd;50;11;39
0390070P;Lycée général et technologique privé Sainte Marie;BOURGOGNE-FRANCHE-COMTE;ensemble;nd;nd;nd;nd;nd;nd;nd
0390091M;Lycée général et technologique privé Jeanne d'Arc;BOURGOGNE-FRANCHE-COMTE;ensemble;52;nd;nd;nd;52;36;12
0390094R;Lycée professionnel privé Sainte Marie;BOURGOGNE-FRANCHE-COMTE;ensemble;73;nd;nd;nd;73;6;21
0390786T;Lycée polyvalent Pré Saint Sauveur;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0390786T;Lycée polyvalent Pré Saint Sauveur;BOURGOGNE-FRANCHE-COMTE;ensemble;52;50;47;3;52;24;24
0390786T;Lycée polyvalent Pré Saint Sauveur;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;53;47;46;1;53;22;25
0390914G;Lycée professionnel Ferdinand Fillod - Lycée des métiers des arts du métal;BOURGOGNE-FRANCHE-COMTE;dont apprentis;27;84;82;3;27;61;12
0390914G;Lycée professionnel Ferdinand Fillod - Lycée des métiers des arts du métal;BOURGOGNE-FRANCHE-COMTE;ensemble;50;59;65;-6;50;29;21
0390914G;Lycée professionnel Ferdinand Fillod - Lycée des métiers des arts du métal;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;66;23;35;-12;66;8;26
0391001B;Lycée professionnel privé Jeanne d'Arc;BOURGOGNE-FRANCHE-COMTE;ensemble;73;52;45;8;73;14;13
0391092A;Lycée polyvalent Paul-Emile Victor - Lycée des métiers de la production et de la maintenance industrielles;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0391092A;Lycée polyvalent Paul-Emile Victor - Lycée des métiers de la production et de la maintenance industrielles;BOURGOGNE-FRANCHE-COMTE;ensemble;53;51;57;-6;53;24;23
0391092A;Lycée polyvalent Paul-Emile Victor - Lycée des métiers de la production et de la maintenance industrielles;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;58;45;53;-8;58;19;23
0391131T;Institut européen de formation Compagnons du Tour de France;BOURGOGNE-FRANCHE-COMTE;ensemble;54;79;67;12;54;37;9
0391146J;Lycée polyvalent privé Pasteur Mont Roland;BOURGOGNE-FRANCHE-COMTE;ensemble;46;60;55;5;46;33;21
0400002K;Lycée polyvalent Gaston Crampe;NOUVELLE-AQUITAINE;dont apprentis;35;82;78;4;35;53;12
0400002K;Lycée polyvalent Gaston Crampe;NOUVELLE-AQUITAINE;ensemble;46;59;60;-1;46;32;22
0400002K;Lycée polyvalent Gaston Crampe;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;49;52;54;-2;49;27;24
0400004M;Lycée professionnel Louis Darmante - Lycée des métiers de l'hôtellerie et du commerce;NOUVELLE-AQUITAINE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0400004M;Lycée professionnel Louis Darmante - Lycée des métiers de l'hôtellerie et du commerce;NOUVELLE-AQUITAINE;ensemble;56;52;44;9;56;23;21
0400004M;Lycée professionnel Louis Darmante - Lycée des métiers de l'hôtellerie et du commerce;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;59;52;40;12;59;22;19
