n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0470641S;Lycée professionnel Benoît d'Azy;NOUVELLE-AQUITAINE;ensemble;56;42;33;9;56;19;25
0470641S;Lycée professionnel Benoît d'Azy;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;60;37;25;12;60;15;25
0470730N;Lycée professionnel privé Notre Dame La Compassion;NOUVELLE-AQUITAINE;ensemble;52;28;35;-7;52;13;35
0470753N;Etablissement régional d'enseignement adapté Marie Claude Riche;NOUVELLE-AQUITAINE;ensemble;70;;;;70;2;28
0470782V;Lycée professionnel Jean Monnet;NOUVELLE-AQUITAINE;dont apprentis;29;53;65;-12;29;38;33
0470782V;Lycée professionnel Jean Monnet;NOUVELLE-AQUITAINE;ensemble;59;36;45;-9;59;14;27
0470782V;Lycée professionnel Jean Monnet;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;66;28;34;-7;66;9;25
0480007X;Lycée général et technologique Chaptal;OCCITANIE;ensemble;37;;;;37;19;44
0480009Z;Lycée d'enseignement général et technologique Emile Peytavin;OCCITANIE;ensemble;33;46;50;-4;33;31;36
0480019K;Lycée professionnel Emile Peytavin, Lycée des métiers des techniques et des services aux entreprises et aux personnes;OCCITANIE;ensemble;54;31;38;-7;54;14;32
0480022N;Lycée polyvalent privé Saint Pierre-Saint Paul;OCCITANIE;ensemble;60;54;43;11;60;22;18
0480023P;Lycée polyvalent privé Saint Joseph, lycée des métiers des services et soins à la personne;OCCITANIE;ensemble;48;42;46;-4;48;22;30
0480025S;Lycée général et technologique privé Notre-Dame;OCCITANIE;ensemble;53;35;46;-11;53;16;31
0480680D;Lycée polyvalent privé Sacré-Coeur, lycée des métiers de la gastronomie-hôtellerie, des techniques du bois et de la mécanique agricole;OCCITANIE;ensemble;56;61;49;11;56;27;17
0480688M;Lycée polyvalent Théophile Roussel, Lycée des métiers du traitement des matérieux et de métiers de service;OCCITANIE;dont apprentis;;;;;;;
0480688M;Lycée polyvalent Théophile Roussel, Lycée des métiers du traitement des matérieux et de métiers de service;OCCITANIE;ensemble;50;46;41;5;50;23;27
0480688M;Lycée polyvalent Théophile Roussel, Lycée des métiers du traitement des matérieux et de métiers de service;OCCITANIE;dont élèves en voie pro sco;50;44;40;4;50;22;28
0490002L;Lycée général et technologique Joachim du Bellay;PAYS DE LA LOIRE;ensemble;39;63;58;4;39;38;23
0490003M;Lycée polyvalent Chevrollier;PAYS DE LA LOIRE;dont apprentis;;;;;;;
0490003M;Lycée polyvalent Chevrollier;PAYS DE LA LOIRE;ensemble;46;56;51;5;46;30;24
0490003M;Lycée polyvalent Chevrollier;PAYS DE LA LOIRE;dont élèves en voie pro sco;47;56;51;5;47;30;23
0490005P;Lycée professionnel Simone Veil - Lycée des métiers de la santé et des services à la personne;PAYS DE LA LOIRE;ensemble;44;34;29;5;44;19;37
0490013Y;Lycée professionnel de Narcé;PAYS DE LA LOIRE;dont apprentis;37;84;81;3;37;52;11
0490013Y;Lycée professionnel de Narcé;PAYS DE LA LOIRE;ensemble;42;75;73;1;42;43;15
0490013Y;Lycée professionnel de Narcé;PAYS DE LA LOIRE;dont élèves en voie pro sco;55;41;47;-5;55;18;27
0490018D;Lycée polyvalent Europe Robert Schuman - Lycée des métiers de la gestion d'entreprise et du commerce à l'international;PAYS DE LA LOIRE;ensemble;47;56;53;4;47;30;23
0490040C;Lycée général Duplessis Mornay;PAYS DE LA LOIRE;ensemble;23;57;55;2;23;44;33
0490054T;Lycée polyvalent Fernand Renaudeau - Lycée des métiers de la création et de la mode;PAYS DE LA LOIRE;dont apprentis;26;87;81;6;26;65;9
0490054T;Lycée polyvalent Fernand Renaudeau - Lycée des métiers de la création et de la mode;PAYS DE LA LOIRE;ensemble;46;59;57;2;46;32;22
0490054T;Lycée polyvalent Fernand Renaudeau - Lycée des métiers de la création et de la mode;PAYS DE LA LOIRE;dont élèves en voie pro sco;52;48;47;0;52;23;25
0490055U;Lycée Polyvalent Sadi Carnot - Jean Bertin - Lycée des métiers;PAYS DE LA LOIRE;dont apprentis;;;;;;;
0490055U;Lycée Polyvalent Sadi Carnot - Jean Bertin - Lycée des métiers;PAYS DE LA LOIRE;ensemble;44;42;42;0;44;24;32
0490055U;Lycée Polyvalent Sadi Carnot - Jean Bertin - Lycée des métiers;PAYS DE LA LOIRE;dont élèves en voie pro sco;44;42;42;0;44;24;32
0490782J;Lycée polyvalent Blaise Pascal;PAYS DE LA LOIRE;dont apprentis;29;;;;29;52;19
0490782J;Lycée polyvalent Blaise Pascal;PAYS DE LA LOIRE;ensemble;45;46;44;2;45;26;29
0490782J;Lycée polyvalent Blaise Pascal;PAYS DE LA LOIRE;dont élèves en voie pro sco;46;42;39;4;46;23;31
0490784L;Lycée professionnel Henri Dunant;PAYS DE LA LOIRE;dont apprentis;;;;;;;
0490784L;Lycée professionnel Henri Dunant;PAYS DE LA LOIRE;ensemble;41;45;41;5;41;27;32
0490784L;Lycée professionnel Henri Dunant;PAYS DE LA LOIRE;dont élèves en voie pro sco;41;44;40;4;41;26;33
0490801E;Lycée professionnel Paul-Emile Victor;PAYS DE LA LOIRE;ensemble;46;39;35;4;46;21;33
0490828J;Lycée général et technologique privé Dom Sortais;PAYS DE LA LOIRE;ensemble;;;;;;;
0490838V;Lycée général et technologique privé Saint Louis;PAYS DE LA LOIRE;ensemble;52;57;50;8;52;28;20
0490840X;Lycée polyvalent privé Bourg-Chevreau;PAYS DE LA LOIRE;ensemble;53;34;43;-10;53;16;31
0490886X;Lycée professionnel privé La Providence - Lycée des métiers;PAYS DE LA LOIRE;ensemble;62;59;54;5;62;22;16
0490890B;Institut de formation et de recherche en intervention sociale;PAYS DE LA LOIRE;ensemble;16;35;47;-12;16;29;55
0490903R;Lycée professionnel privé Dom Sortais - Lycée des métiers de la maintenance de l'énergie de la construction;PAYS DE LA LOIRE;ensemble;69;54;45;9;69;17;14
0490904S;Lycée polyvalent privé Jeanne Delanoue - Lycée des métiers de la santé, du social et de l'hôtellerie restauration;PAYS DE LA LOIRE;ensemble;40;48;45;2;40;29;31
0490910Y;Lycée professionnel privé Les Ardilliers - Lycée des métiers de la santé, du commerce et de l'administration;PAYS DE LA LOIRE;ensemble;47;27;31;-3;47;14;39
0490925P;Etablissement régional d'enseignement adapté;PAYS DE LA LOIRE;ensemble;37;24;35;-10;37;15;48
0491646Y;Lycée professionnel Ludovic Ménard;PAYS DE LA LOIRE;ensemble;40;30;34;-4;40;18;42
0492015Z;Lycée général et technologique privé Sacré-Coeur La Salle;PAYS DE LA LOIRE;ensemble;47;61;57;4;47;32;21
0492061Z;Lycée général et technologique Auguste et Jean Renoir;PAYS DE LA LOIRE;ensemble;49;50;55;-5;49;25;26
0492089E;Lycée général et technologique Emmanuel Mounier;PAYS DE LA LOIRE;ensemble;27;59;57;2;27;44;29
0492113F;Ecole supérieure d'optique de l'ouest - Lycée des métiers de l'optique;PAYS DE LA LOIRE;ensemble;31;91;79;12;31;63;6
0492123S;Lycée polyvalent Jean Moulin;PAYS DE LA LOIRE;dont apprentis;23;93;81;12;23;71;6
0492123S;Lycée polyvalent Jean Moulin;PAYS DE LA LOIRE;ensemble;48;78;66;12;48;40;12
0492123S;Lycée polyvalent Jean Moulin;PAYS DE LA LOIRE;dont élèves en voie pro sco;59;67;55;12;59;28;13
0492148U;Lycée général et technologique Jean Bodin;PAYS DE LA LOIRE;ensemble;63;;;;63;22;15
0492224B;Lycée polyvalent de l'Hyrome;PAYS DE LA LOIRE;ensemble;43;54;45;9;43;31;26
0492406Z;Lycée général et technologique privé Sainte Marie;PAYS DE LA LOIRE;ensemble;52;75;63;12;52;36;12
0492407A;Lycée Général et Technologique privé Urbain Mongazon - lycée des métiers de la santé et des services à la personne;PAYS DE LA LOIRE;ensemble;3;79;67;12;3;77;20
0492420P;Lycée polyvalent privé Saint Aubin la Salle - Lycée des métiers de l'énergie, des systèmes mécaniques et des applications numériques;PAYS DE LA LOIRE;ensemble;59;46;44;2;59;19;22
0492430A;Lycée polyvalent Julien Gracq;PAYS DE LA LOIRE;ensemble;34;26;38;-12;34;17;49
0492432C;Lycée professionnel privé Joseph Wresinski;PAYS DE LA LOIRE;ensemble;53;43;39;5;53;20;27
0500002F;Lycée Géneral et Téchnologique Emile Littré;NORMANDIE;ensemble;27;66;62;4;27;48;25
0500017X;Lycée polyvalent Alexis de Tocqueville;NORMANDIE;dont apprentis;41;82;78;5;41;48;11
0500017X;Lycée polyvalent Alexis de Tocqueville;NORMANDIE;ensemble;48;52;51;1;48;27;25
0500017X;Lycée polyvalent Alexis de Tocqueville;NORMANDIE;dont élèves en voie pro sco;50;47;46;1;50;24;26
0500026G;Lycée général et technologique Charles François Lebrun;NORMANDIE;dont apprentis;;;;;;;
0500026G;Lycée général et technologique Charles François Lebrun;NORMANDIE;ensemble;41;62;59;3;41;37;22
0500026G;Lycée général et technologique Charles François Lebrun;NORMANDIE;dont élèves en voie pro sco;41;61;58;3;41;36;23
0500032N;Lycée professionnel Edmond Doucet - Lycée des métiers de la production industrielle des ouvrages en bois et des services aux entreprises;NORMANDIE;dont apprentis;21;90;78;12;21;71;8
0500032N;Lycée professionnel Edmond Doucet - Lycée des métiers de la production industrielle des ouvrages en bois et des services aux entreprises;NORMANDIE;ensemble;39;61;53;8;39;37;24
0500032N;Lycée professionnel Edmond Doucet - Lycée des métiers de la production industrielle des ouvrages en bois et des services aux entreprises;NORMANDIE;dont élèves en voie pro sco;47;41;37;4;47;22;31
0500036T;Lycée polyvalent Julliot de La Morandière - Lycée des métiers du nautisme, de l'automobile et des environements connectés;NORMANDIE;dont apprentis;38;62;74;-11;38;38;24
0500036T;Lycée polyvalent Julliot de La Morandière - Lycée des métiers du nautisme, de l'automobile et des environements connectés;NORMANDIE;ensemble;43;55;55;0;43;31;26
0500036T;Lycée polyvalent Julliot de La Morandière - Lycée des métiers du nautisme, de l'automobile et des environements connectés;NORMANDIE;dont élèves en voie pro sco;44;52;48;4;44;29;27
0500049G;Lycée polyvalent Robert de Mortain - Lycée des métiers des carrières du sanitaire et du social;NORMANDIE;ensemble;39;32;40;-8;39;20;41
0500087Y;lycée polyvalent Claude Lehec - Lycée des métiers de la maintenance des matériels;NORMANDIE;dont apprentis;24;89;78;11;24;68;8
0500087Y;lycée polyvalent Claude Lehec - Lycée des métiers de la maintenance des matériels;NORMANDIE;ensemble;51;76;64;12;51;37;12
0500087Y;lycée polyvalent Claude Lehec - Lycée des métiers de la maintenance des matériels;NORMANDIE;dont élèves en voie pro sco;58;70;58;12;58;29;13
0500112A;Lycée général privé Institut Notre-Dame;NORMANDIE;ensemble;49;46;53;-7;49;23;28
0500119H;Lycée général privé Sévigné;NORMANDIE;ensemble;63;;;;63;30;7
0500120J;Lycée général et Technologique Institut Saint-Lo;NORMANDIE;ensemble;34;77;65;12;34;51;15
0500127S;Lycée technologique privé Le Bon Sauveur;NORMANDIE;ensemble;47;54;54;0;47;28;25
0500132X;Lycée professionnel privé Ingenieur Cachin;NORMANDIE;ensemble;59;42;39;3;59;17;24
0501219D;Lycée polyvalent Curie-Corot;NORMANDIE;dont apprentis;25;43;55;-12;25;32;43
0501219D;Lycée polyvalent Curie-Corot;NORMANDIE;ensemble;49;46;46;1;49;24;27
0501219D;Lycée polyvalent Curie-Corot;NORMANDIE;dont élèves en voie pro sco;51;47;43;4;51;23;26
0501232T;Etablissement régional d'enseignement adapté Robert Doisneau;NORMANDIE;dont apprentis;;;;;;;
0501232T;Etablissement régional d'enseignement adapté Robert Doisneau;NORMANDIE;ensemble;47;29;26;2;47;15;38
0501232T;Etablissement régional d'enseignement adapté Robert Doisneau;NORMANDIE;dont élèves en voie pro sco;45;25;24;0;45;13;42
0501299R;Lycée général et technologique privé Thomas Hélye;NORMANDIE;ensemble;52;67;61;6;52;32;16
0501677B;Lycée professionnel Sauxmarais - Lycée des métiers de l'automobile, de l'insustrie des procédés et de la relation client;NORMANDIE;dont apprentis;24;68;68;0;24;52;24
0501677B;Lycée professionnel Sauxmarais - Lycée des métiers de l'automobile, de l'insustrie des procédés et de la relation client;NORMANDIE;ensemble;52;42;43;-2;52;20;28
0501677B;Lycée professionnel Sauxmarais - Lycée des métiers de l'automobile, de l'insustrie des procédés et de la relation client;NORMANDIE;dont élèves en voie pro sco;55;36;38;-2;55;16;29
0501787W;Lycée professionnel privé La Providence;NORMANDIE;ensemble;89;;;;89;3;8
0501788X;Lycée professionnel privé La Bucaille;NORMANDIE;ensemble;69;29;35;-6;69;9;22
0501789Y;Lycée professionnel privé Le Bon Sauveur - Lycée des métiers des soins à la personne et du tourisme;NORMANDIE;ensemble;38;40;37;3;38;25;37
0501825M;Lycée professionnel privé Institut Saint Lo;NORMANDIE;ensemble;58;42;47;-5;58;18;24
0501839C;Lycée général et technologique Sivard de Beaulieu;NORMANDIE;ensemble;40;57;59;-2;40;34;26
0501850P;Lycée polyvalent Maurice Marland;NORMANDIE;ensemble;51;45;47;-2;51;22;27
0501941N;Lycée professionnel privé Institution Notre Dame;NORMANDIE;ensemble;34;35;42;-7;34;23;43
0502009M;Lycée professionnel Thomas Pesquet - Lycée des métiers-;NORMANDIE;dont apprentis;28;76;77;-1;28;55;17
0502009M;Lycée professionnel Thomas Pesquet - Lycée des métiers-;NORMANDIE;ensemble;55;36;40;-4;55;16;29
0502009M;Lycée professionnel Thomas Pesquet - Lycée des métiers-;NORMANDIE;dont élèves en voie pro sco;57;30;35;-5;57;13;30
0510007F;Lycée polyvalent Etienne Oehmichen - Lycée des métiers de l'industrie, du transport et de la logistique, de l'hôtellerie-restauration;GRAND EST;dont apprentis;21;;;;21;58;21
0510007F;Lycée polyvalent Etienne Oehmichen - Lycée des métiers de l'industrie, du transport et de la logistique, de l'hôtellerie-restauration;GRAND EST;ensemble;38;41;42;0;38;26;36
0510007F;Lycée polyvalent Etienne Oehmichen - Lycée des métiers de l'industrie, du transport et de la logistique, de l'hôtellerie-restauration;GRAND EST;dont élèves en voie pro sco;39;39;39;0;39;24;37
0510034K;Lycée général et technologique Franklin Roosevelt;GRAND EST;dont apprentis;24;81;79;3;24;62;14
0510034K;Lycée général et technologique Franklin Roosevelt;GRAND EST;ensemble;45;51;52;-2;45;28;27
0510034K;Lycée général et technologique Franklin Roosevelt;GRAND EST;dont élèves en voie pro sco;48;44;47;-3;48;23;29
0510035L;Lycée général et technologique Hugues Libergier - Lycée des métiers des biotechnologies, de la chimie, du social et de l'assistance au management;GRAND EST;dont apprentis;;;;;;;
0510035L;Lycée général et technologique Hugues Libergier - Lycée des métiers des biotechnologies, de la chimie, du social et de l'assistance au management;GRAND EST;ensemble;44;49;51;-2;44;27;29
0510035L;Lycée général et technologique Hugues Libergier - Lycée des métiers des biotechnologies, de la chimie, du social et de l'assistance au management;GRAND EST;dont élèves en voie pro sco;44;49;51;-2;44;27;29
0510036M;Lycée professionnel Gustave Eiffel - Lycée des métiers de l'automobile, de l'hôtellerie-restauration et de l'alimentation;GRAND EST;dont apprentis;29;68;64;4;29;48;23
0510036M;Lycée professionnel Gustave Eiffel - Lycée des métiers de l'automobile, de l'hôtellerie-restauration et de l'alimentation;GRAND EST;ensemble;46;36;36;0;46;19;35
0510036M;Lycée professionnel Gustave Eiffel - Lycée des métiers de l'automobile, de l'hôtellerie-restauration et de l'alimentation;GRAND EST;dont élèves en voie pro sco;47;33;34;0;47;17;36
0510037N;Lycée professionnel Raymond KOPA - Lycée des métiers de l'agencement, dela topographie et de la commercialisation;GRAND EST;dont apprentis;;;;;;;
0510037N;Lycée professionnel Raymond KOPA - Lycée des métiers de l'agencement, dela topographie et de la commercialisation;GRAND EST;ensemble;55;35;36;-1;55;15;30
0510037N;Lycée professionnel Raymond KOPA - Lycée des métiers de l'agencement, dela topographie et de la commercialisation;GRAND EST;dont élèves en voie pro sco;56;34;35;0;56;15;29
0510038P;Lycée professionnel Europe - Lycée des métiers des soins personnels et services à la personne;GRAND EST;ensemble;49;31;32;-1;49;16;35
0510053F;Lycée polyvalent La Fontaine du Vé;GRAND EST;ensemble;45;24;26;-2;45;13;42
0510062R;Lycée polyvalent François 1er;GRAND EST;dont apprentis;;;;;;;
0510062R;Lycée polyvalent François 1er;GRAND EST;ensemble;46;38;39;-2;46;20;34
0510062R;Lycée polyvalent François 1er;GRAND EST;dont élèves en voie pro sco;47;36;37;-2;47;19;34
0510068X;Lycée polyvalent Européen Stéphane Hessel - Lycée des métiers industriels et tertiaires du vignoble;GRAND EST;dont apprentis;;;;;;;
0510068X;Lycée polyvalent Européen Stéphane Hessel - Lycée des métiers industriels et tertiaires du vignoble;GRAND EST;ensemble;47;29;41;-12;47;16;37
0510068X;Lycée polyvalent Européen Stéphane Hessel - Lycée des métiers industriels et tertiaires du vignoble;GRAND EST;dont élèves en voie pro sco;47;29;41;-12;47;15;38
0511106A;LYCEE D'ENSEIGNEMENT ADAPTE;GRAND EST;ensemble;25;13;17;-4;25;10;65
0511145T;Lycée polyvalent privé Saint Michel;GRAND EST;ensemble;51;48;41;7;51;24;25
0511146U;Lycée polyvalent privé Saint Jean-Baptiste de La Salle - Lycée des métiers de la maintenance et de l'audiovisuel;GRAND EST;ensemble;56;30;36;-6;56;13;31
0511147V;Lycée polyvalent privé Frédéric Ozanam - Lycée des métiers des services à la personne;GRAND EST;ensemble;51;40;40;0;51;20;29
0511149X;Lycée professionnel privé Sainte Marie;GRAND EST;ensemble;61;38;44;-6;61;15;24
0511153B;Lycée professionnel privé Jeanne d'Arc - La Salle;GRAND EST;ensemble;73;52;40;12;73;14;13
0511430C;Lycée professionnel Joliot-Curie - Lycée des métiers de la sécurité, de la relation client et des services administratifs;GRAND EST;dont apprentis;;;;;;;
0511430C;Lycée professionnel Joliot-Curie - Lycée des métiers de la sécurité, de la relation client et des services administratifs;GRAND EST;ensemble;47;30;35;-5;47;16;37
0511430C;Lycée professionnel Joliot-Curie - Lycée des métiers de la sécurité, de la relation client et des services administratifs;GRAND EST;dont élèves en voie pro sco;48;26;33;-7;48;14;38
0511565Z;Lycée polyvalent François Arago - Lycée des métiers de l'efficacité énergétique, du bâtiment et des travaux publics;GRAND EST;dont apprentis;;;;;;;
0511565Z;Lycée polyvalent François Arago - Lycée des métiers de l'efficacité énergétique, du bâtiment et des travaux publics;GRAND EST;ensemble;59;69;57;12;59;28;13
0511565Z;Lycée polyvalent François Arago - Lycée des métiers de l'efficacité énergétique, du bâtiment et des travaux publics;GRAND EST;dont élèves en voie pro sco;60;69;57;12;60;28;12
0511884W;Lycée polyvalent Georges Brière - Lycée des métiers de l'industrie, de la défense et du graphisme;GRAND EST;dont apprentis;25;52;64;-12;25;39;36
0511884W;Lycée polyvalent Georges Brière - Lycée des métiers de l'industrie, de la défense et du graphisme;GRAND EST;ensemble;55;32;36;-4;55;15;30
0511884W;Lycée polyvalent Georges Brière - Lycée des métiers de l'industrie, de la défense et du graphisme;GRAND EST;dont élèves en voie pro sco;56;30;32;-2;56;13;31
0511901P;Lycée général et technologique Colbert;GRAND EST;ensemble;35;51;53;-2;35;34;31
0511926S;Lycée général et technologique Marc Chagall;GRAND EST;ensemble;84;;;;84;6;10
0511951U;Lycée polyvalent Jean Talon - Lycée des métiers de la gestion, de la comptabilité et du commerce;GRAND EST;dont apprentis;;;;;;;
0511951U;Lycée polyvalent Jean Talon - Lycée des métiers de la gestion, de la comptabilité et du commerce;GRAND EST;ensemble;43;47;45;2;43;26;31
0511951U;Lycée polyvalent Jean Talon - Lycée des métiers de la gestion, de la comptabilité et du commerce;GRAND EST;dont élèves en voie pro sco;44;45;43;2;44;25;31
0512163Z;Micro Lycée du Lycée Polyvalent Georges Brière;GRAND EST;ensemble;;;;;;;
0520008B;Lycée professionnel Eugène Decomble;GRAND EST;dont apprentis;50;;;;50;34;16
0520008B;Lycée professionnel Eugène Decomble;GRAND EST;ensemble;58;48;49;-1;58;20;22
0520008B;Lycée professionnel Eugène Decomble;GRAND EST;dont élèves en voie pro sco;60;43;44;0;60;18;22
0520021R;Lycée polyvalent Diderot;GRAND EST;dont apprentis;;;;;;;
0520021R;Lycée polyvalent Diderot;GRAND EST;ensemble;30;44;44;0;30;31;39
0520021R;Lycée polyvalent Diderot;GRAND EST;dont élèves en voie pro sco;30;42;43;-1;30;29;41
0520027X;Lycée général et technologique St Exupéry;GRAND EST;ensemble;26;44;53;-9;26;32;42
0520028Y;Lycée général et technologique Blaise Pascal;GRAND EST;dont apprentis;;;;;;;
0520028Y;Lycée général et technologique Blaise Pascal;GRAND EST;ensemble;28;64;52;12;28;46;26
0520028Y;Lycée général et technologique Blaise Pascal;GRAND EST;dont élèves en voie pro sco;29;63;51;12;29;45;26
0520029Z;Lycée professionnel Blaise Pascal;GRAND EST;ensemble;66;26;28;-1;66;9;25
0520032C;Lycée professionnel Emile Baudot - Lycée des métiers de la sécurité;GRAND EST;ensemble;49;29;30;-1;49;15;36
0520679F;Lycée général et technologique privé Estic;GRAND EST;ensemble;32;52;52;1;32;36;32
0520685M;Lycée général et technologique privé Oudinot;GRAND EST;ensemble;35;;;;35;50;15
0520692V;Lycée professionnel privé Estic;GRAND EST;ensemble;46;34;31;4;46;19;35
0520709N;LYCEE D'ENSEIGNEMENT ADAPTE;GRAND EST;ensemble;60;;;;60;17;23
0520795G;Lycée professionnel Edmé Bouchardon;GRAND EST;ensemble;62;28;34;-6;62;11;27
0520844K;Lycée général et technologique Edmé Bouchardon;GRAND EST;ensemble;30;54;53;1;30;38;32
0520923W;Lycée professionnel St Exupéry;GRAND EST;ensemble;46;21;27;-5;46;12;42
0521032P;Lycée polyvalent Charles de Gaulle - Lycée des métiers du design graphique et de la transformation du bois;GRAND EST;dont apprentis;;;;;;;
0521032P;Lycée polyvalent Charles de Gaulle - Lycée des métiers du design graphique et de la transformation du bois;GRAND EST;ensemble;50;44;54;-10;50;22;28
0521032P;Lycée polyvalent Charles de Gaulle - Lycée des métiers du design graphique et de la transformation du bois;GRAND EST;dont élèves en voie pro sco;50;37;49;-12;50;18;32
0530004S;Lycée général et technologique Victor Hugo;PAYS DE LA LOIRE;ensemble;28;79;67;12;28;57;15
0530010Y;Lycée général et technologique Ambroise Paré;PAYS DE LA LOIRE;ensemble;46;61;62;-1;46;33;21
0530011Z;Lycée général et technologique Douanier Rousseau;PAYS DE LA LOIRE;ensemble;42;76;64;12;42;44;14
0530012A;Lycée général et technologique Réaumur - Lycée des métiers;PAYS DE LA LOIRE;dont apprentis;26;78;78;1;26;58;16
0530012A;Lycée général et technologique Réaumur - Lycée des métiers;PAYS DE LA LOIRE;ensemble;30;63;61;2;30;44;26
0530012A;Lycée général et technologique Réaumur - Lycée des métiers;PAYS DE LA LOIRE;dont élèves en voie pro sco;30;59;57;2;30;41;29
0530013B;Lycée professionnel Robert Buron - Lycée des Métiers;PAYS DE LA LOIRE;dont apprentis;;;;;;;
0530013B;Lycée professionnel Robert Buron - Lycée des Métiers;PAYS DE LA LOIRE;ensemble;53;40;38;2;53;19;28
0530013B;Lycée professionnel Robert Buron - Lycée des Métiers;PAYS DE LA LOIRE;dont élèves en voie pro sco;53;39;38;2;53;19;28
0530016E;Lycée général et technologique Lavoisier;PAYS DE LA LOIRE;ensemble;41;73;64;9;41;43;16
0530040F;Lycée professionnel Pierre et Marie Curie;PAYS DE LA LOIRE;dont apprentis;32;70;67;3;32;47;21
0530040F;Lycée professionnel Pierre et Marie Curie;PAYS DE LA LOIRE;ensemble;43;59;51;8;43;33;24
0530040F;Lycée professionnel Pierre et Marie Curie;PAYS DE LA LOIRE;dont élèves en voie pro sco;49;52;41;11;49;27;24
0530048P;Lycée général et technologique privé Immaculée-Conception;PAYS DE LA LOIRE;ensemble;45;;;;45;15;40
0530049R;Lycée général et technologique privé d'Avesnières;PAYS DE LA LOIRE;ensemble;50;63;56;8;50;32;18
0530068L;Lycée polyvalent privé Haute Follis;PAYS DE LA LOIRE;ensemble;52;55;54;2;52;26;22
0530073S;Lycée professionnel privé Don Bosco;PAYS DE LA LOIRE;ensemble;57;54;43;12;57;24;19
0530079Y;Lycée professionnel Léonard de Vinci;PAYS DE LA LOIRE;dont apprentis;40;55;63;-8;40;33;27
0530079Y;Lycée professionnel Léonard de Vinci;PAYS DE LA LOIRE;ensemble;40;49;46;3;40;30;30
0530079Y;Lycée professionnel Léonard de Vinci;PAYS DE LA LOIRE;dont élèves en voie pro sco;40;48;42;6;40;29;31
0530778H;Lycée professionnel Gaston Lesnard - Lycée des métiers du bâtiment;PAYS DE LA LOIRE;dont apprentis;;;;;;;
0530778H;Lycée professionnel Gaston Lesnard - Lycée des métiers du bâtiment;PAYS DE LA LOIRE;ensemble;52;46;37;9;52;22;26
0530778H;Lycée professionnel Gaston Lesnard - Lycée des métiers du bâtiment;PAYS DE LA LOIRE;dont élèves en voie pro sco;54;41;32;8;54;19;27
0530904V;Lycée professionnel privé Immaculée-Conception;PAYS DE LA LOIRE;ensemble;71;23;34;-11;71;7;22
0530949U;Lycée polyvalent Raoul Vadepied;PAYS DE LA LOIRE;dont apprentis;21;91;80;10;21;71;8
0530949U;Lycée polyvalent Raoul Vadepied;PAYS DE LA LOIRE;ensemble;48;56;48;8;48;29;23
0530949U;Lycée polyvalent Raoul Vadepied;PAYS DE LA LOIRE;dont élèves en voie pro sco;54;45;37;8;54;21;25
0540015Y;Lycée professionnel Entre Meurthe et Sânon - Lycée des métiers entre Meurthe-et-Sânon;GRAND EST;dont apprentis;;;;;;;
0540015Y;Lycée professionnel Entre Meurthe et Sânon - Lycée des métiers entre Meurthe-et-Sânon;GRAND EST;ensemble;45;45;42;3;45;25;30
0540015Y;Lycée professionnel Entre Meurthe et Sânon - Lycée des métiers entre Meurthe-et-Sânon;GRAND EST;dont élèves en voie pro sco;46;43;40;3;46;23;31
0540030P;Lycée polyvalent Alfred Mézières;GRAND EST;ensemble;42;20;32;-12;42;12;46
0540032S;Lycée professionnel Darche;GRAND EST;dont apprentis;;;;;;;
0540032S;Lycée professionnel Darche;GRAND EST;ensemble;48;33;32;1;48;17;35
0540032S;Lycée professionnel Darche;GRAND EST;dont élèves en voie pro sco;49;31;31;0;49;16;35
0540034U;Lycée général et technologique Ernest Bichat;GRAND EST;ensemble;43;58;56;1;43;33;24
0540037X;Lycée professionnel Paul Lapie;GRAND EST;ensemble;38;20;31;-11;38;13;49
0540040A;Lycée général et technologique Frédéric Chopin;GRAND EST;ensemble;47;45;54;-9;47;24;29
0540041B;Lycée général et technologique Georges de La Tour;GRAND EST;dont apprentis;41;69;73;-4;41;41;18
0540041B;Lycée général et technologique Georges de La Tour;GRAND EST;ensemble;60;64;62;1;60;26;14
0540041B;Lycée général et technologique Georges de La Tour;GRAND EST;dont élèves en voie pro sco;64;62;58;4;64;22;14
0540042C;Lycée général et technologique Henri Loritz;GRAND EST;dont apprentis;52;66;72;-7;52;32;16
0540042C;Lycée général et technologique Henri Loritz;GRAND EST;ensemble;53;59;60;-1;53;28;19
0540042C;Lycée général et technologique Henri Loritz;GRAND EST;dont élèves en voie pro sco;53;56;55;1;53;26;21
0540044E;Lycée général et technologique Arthur Varoquaux;GRAND EST;dont apprentis;;;;;;;
0540044E;Lycée général et technologique Arthur Varoquaux;GRAND EST;ensemble;39;47;53;-6;39;29;32
0540044E;Lycée général et technologique Arthur Varoquaux;GRAND EST;dont élèves en voie pro sco;39;46;52;-6;39;28;33
0540058V;Lycée général et technologique Jacques Marquette;GRAND EST;ensemble;37;55;56;-1;37;35;28
0540060X;Lycée professionnel La Tournelle;GRAND EST;ensemble;43;34;29;4;43;19;38
