n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0060750H;Lycée polyvalent privé Institution Saint Joseph Carnolés;PROVENCE-ALPES-COTE D'AZUR;ensemble;73;;;;73;2;25
0060774J;Lycée polyvalent privé Saint Joseph;PROVENCE-ALPES-COTE D'AZUR;ensemble;45;37;49;-12;45;20;35
0060776L;Lycée professionnel privé Saint Vincent de Paul - Lycée des métiers du tertiaire;PROVENCE-ALPES-COTE D'AZUR;ensemble;54;38;34;4;54;18;28
0061394H;Lycée professionnel privé Les Fauvettes;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;33;34;-1;50;17;33
0061462G;Lycée professionnel privé Don Bosco - Lycée des métiers de la maintenance industrielle et industrie graphique;PROVENCE-ALPES-COTE D'AZUR;ensemble;56;41;35;6;56;18;26
0061478Z;Lycée polyvalent Léonard de Vinci - Lycée des métiers du bâtiment et travaux publics;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;16;86;79;7;16;72;12
0061478Z;Lycée polyvalent Léonard de Vinci - Lycée des métiers du bâtiment et travaux publics;PROVENCE-ALPES-COTE D'AZUR;ensemble;51;60;53;8;51;30;19
0061478Z;Lycée polyvalent Léonard de Vinci - Lycée des métiers du bâtiment et travaux publics;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;53;57;49;8;53;27;20
0061561P;Lycée professionnel Alfred Hutinel - lycée des métiers des énergies électriques;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;;;;;;;
0061561P;Lycée professionnel Alfred Hutinel - lycée des métiers des énergies électriques;PROVENCE-ALPES-COTE D'AZUR;ensemble;44;35;35;-1;44;19;37
0061561P;Lycée professionnel Alfred Hutinel - lycée des métiers des énergies électriques;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;44;35;35;0;44;20;36
0061635V;Lycée professionnel Auguste Escoffier;PROVENCE-ALPES-COTE D'AZUR;ensemble;41;34;31;3;41;20;39
0061691F;Lycée général et technologique Thierry Maulnier - Lycée des métiers de la chimie;PROVENCE-ALPES-COTE D'AZUR;ensemble;76;;;;76;12;12
0061760F;Lycée général et technologique Alexis de Tocqueville;PROVENCE-ALPES-COTE D'AZUR;ensemble;34;51;53;-2;34;34;32
0061763J;Lycée général et technologique Guillaume Apollinaire;PROVENCE-ALPES-COTE D'AZUR;ensemble;30;38;45;-6;30;27;43
0061987C;Lycée polyvalent de la Montagne;PROVENCE-ALPES-COTE D'AZUR;ensemble;46;40;38;2;46;21;33
0062089N;Lycée Général et Technologique René Goscinny;PROVENCE-ALPES-COTE D'AZUR;ensemble;40;;;;40;25;35
0070001N;Lycée polyvalent public Boissy d'Anglas - Lycée des métiers de l'énergie et de ses utilisations;AUVERGNE-RHONE-ALPES;dont apprentis;37;71;69;2;37;45;18
0070001N;Lycée polyvalent public Boissy d'Anglas - Lycée des métiers de l'énergie et de ses utilisations;AUVERGNE-RHONE-ALPES;ensemble;38;56;53;3;38;34;28
0070001N;Lycée polyvalent public Boissy d'Anglas - Lycée des métiers de l'énergie et de ses utilisations;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;39;50;47;3;39;31;30
0070002P;Lycée professionnel Joseph et Etienne De Montgolfier;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;
0070002P;Lycée professionnel Joseph et Etienne De Montgolfier;AUVERGNE-RHONE-ALPES;ensemble;46;35;31;4;46;19;35
0070002P;Lycée professionnel Joseph et Etienne De Montgolfier;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;46;34;31;3;46;18;36
0070003R;Lycée polyvalent Marcel Gimond;AUVERGNE-RHONE-ALPES;ensemble;54;44;46;-2;54;20;26
0070004S;Lycée polyvalent Astier;AUVERGNE-RHONE-ALPES;ensemble;50;34;33;1;50;17;33
0070009X;Lycée professionnel Léon Pavin;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;
0070009X;Lycée professionnel Léon Pavin;AUVERGNE-RHONE-ALPES;ensemble;46;54;42;12;46;29;25
0070009X;Lycée professionnel Léon Pavin;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;47;52;40;12;47;27;26
0070016E;Lycée professionnel hôtelier - Lycée des  métiers de l'hôtellerie et de la restauration innovante;AUVERGNE-RHONE-ALPES;dont apprentis;19;23;35;-12;19;19;62
0070016E;Lycée professionnel hôtelier - Lycée des  métiers de l'hôtellerie et de la restauration innovante;AUVERGNE-RHONE-ALPES;ensemble;41;33;41;-8;41;19;40
0070016E;Lycée professionnel hôtelier - Lycée des  métiers de l'hôtellerie et de la restauration innovante;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;49;39;33;6;49;20;31
0070021K;Lycée polyvalent Vincent d'Indy;AUVERGNE-RHONE-ALPES;ensemble;44;31;38;-8;44;17;39
0070029U;Lycée polyvalent Gabriel Faure - Lycée des métiers du commerce et des services;AUVERGNE-RHONE-ALPES;ensemble;56;49;47;2;56;22;22
0070031W;Lycée professionnel Marius Bouvier - Lycée des métiers de la prévention et de la protection;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;
0070031W;Lycée professionnel Marius Bouvier - Lycée des métiers de la prévention et de la protection;AUVERGNE-RHONE-ALPES;ensemble;50;48;42;6;50;24;26
0070031W;Lycée professionnel Marius Bouvier - Lycée des métiers de la prévention et de la protection;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;52;41;37;5;52;20;28
0070064G;Lycée général et technologique privé Jules Froment;AUVERGNE-RHONE-ALPES;ensemble;54;;;;54;21;25
0070071P;Lycée polyvalent privé Sacré Coeur;AUVERGNE-RHONE-ALPES;ensemble;48;52;49;3;48;27;25
0070100W;Lycée professionnel privé Marc Séguin;AUVERGNE-RHONE-ALPES;ensemble;64;43;43;1;64;16;20
0070107D;Lycée professionnel privé Marie Rivier;AUVERGNE-RHONE-ALPES;ensemble;62;35;33;2;62;13;25
0070112J;Lycée professionnel privé Saint André;AUVERGNE-RHONE-ALPES;ensemble;61;30;29;1;61;12;27
0070114L;Lycée professionnel privé Notre Dame - Lycée des métiers du travail social et de la santé;AUVERGNE-RHONE-ALPES;ensemble;31;30;27;3;31;21;48
0070115M;Lycée professionnel privé Jules Froment - Lycée des métiers de la relation dans le commerce, les services, la santé et le social;AUVERGNE-RHONE-ALPES;ensemble;60;37;30;7;60;15;25
0071126L;Lycée général et technologique privé Saint Denis;AUVERGNE-RHONE-ALPES;ensemble;57;57;57;0;57;24;19
0071351F;Lycée polyvalent Xavier Mallet;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;
0071351F;Lycée polyvalent Xavier Mallet;AUVERGNE-RHONE-ALPES;ensemble;49;41;35;6;49;21;30
0071351F;Lycée polyvalent Xavier Mallet;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;49;40;35;5;49;21;30
0071397F;Lycée polyvalent;AUVERGNE-RHONE-ALPES;ensemble;83;;;;83;7;10
0080007P;Lycée général et technologique Sévigné;GRAND EST;dont apprentis;;;;;;;
0080007P;Lycée général et technologique Sévigné;GRAND EST;ensemble;32;44;43;1;32;30;38
0080007P;Lycée général et technologique Sévigné;GRAND EST;dont élèves en voie pro sco;33;46;43;3;33;31;36
0080008R;Lycée polyvalent François Bazin - Lycée des métiers des technologies industrielles et de l'énergie;GRAND EST;dont apprentis;36;74;77;-3;36;47;17
0080008R;Lycée polyvalent François Bazin - Lycée des métiers des technologies industrielles et de l'énergie;GRAND EST;ensemble;47;47;55;-8;47;25;28
0080008R;Lycée polyvalent François Bazin - Lycée des métiers des technologies industrielles et de l'énergie;GRAND EST;dont élèves en voie pro sco;50;37;47;-10;50;18;32
0080010T;Lycée professionnel Simone Veil - Lycée des métiers des services à la personne, aux organisations administratives et commerciales;GRAND EST;dont apprentis;;;;;;;
0080010T;Lycée professionnel Simone Veil - Lycée des métiers des services à la personne, aux organisations administratives et commerciales;GRAND EST;ensemble;48;24;28;-4;48;12;40
0080010T;Lycée professionnel Simone Veil - Lycée des métiers des services à la personne, aux organisations administratives et commerciales;GRAND EST;dont élèves en voie pro sco;48;23;28;-4;48;12;40
0080027L;Lycée général et technologique Monge;GRAND EST;dont apprentis;;;;;;;
0080027L;Lycée général et technologique Monge;GRAND EST;ensemble;35;35;45;-10;35;23;42
0080027L;Lycée général et technologique Monge;GRAND EST;dont élèves en voie pro sco;35;36;45;-10;35;23;42
0080028M;Lycée professionnel Charles de Gonzague - Lycée des métiers de l'habitat;GRAND EST;dont apprentis;;;;;;;
0080028M;Lycée professionnel Charles de Gonzague - Lycée des métiers de l'habitat;GRAND EST;ensemble;54;27;24;3;54;13;33
0080028M;Lycée professionnel Charles de Gonzague - Lycée des métiers de l'habitat;GRAND EST;dont élèves en voie pro sco;55;25;20;4;55;11;34
0080039Z;Lycée polyvalent Paul Verlaine;GRAND EST;dont apprentis;;;;;;;
0080039Z;Lycée polyvalent Paul Verlaine;GRAND EST;ensemble;54;20;26;-6;54;9;37
0080039Z;Lycée polyvalent Paul Verlaine;GRAND EST;dont élèves en voie pro sco;53;19;25;-6;53;9;38
0080040A;Lycée polyvalent Jean Moulin;GRAND EST;ensemble;49;13;23;-10;49;7;44
0080045F;Lycée général et technologique Pierre Bayle;GRAND EST;ensemble;39;42;51;-9;39;25;36
0080047H;Lycée professionnel Jean-Baptiste Clément - Lycée des métiers de l'automobile et de l'industrie;GRAND EST;dont apprentis;41;68;67;1;41;40;19
0080047H;Lycée professionnel Jean-Baptiste Clément - Lycée des métiers de l'automobile et de l'industrie;GRAND EST;ensemble;53;41;42;-1;53;19;28
0080047H;Lycée professionnel Jean-Baptiste Clément - Lycée des métiers de l'automobile et de l'industrie;GRAND EST;dont élèves en voie pro sco;58;28;31;-3;58;12;30
0080048J;Lycée professionnel Le Château;GRAND EST;ensemble;51;20;27;-7;51;10;39
0080082W;Lycée polyvalent privé Saint Paul;GRAND EST;ensemble;74;7;19;-12;74;2;24
0080093H;Lycée professionnel privé Jeanne d'Arc;GRAND EST;ensemble;46;24;25;-1;46;13;41
0081047V;Lycée polyvalent Bazeilles - Lycée des métiers de l'hôtellerie-restauration et du tourisme;GRAND EST;dont apprentis;;;;;;;
0081047V;Lycée polyvalent Bazeilles - Lycée des métiers de l'hôtellerie-restauration et du tourisme;GRAND EST;ensemble;48;42;46;-4;48;22;30
0081047V;Lycée polyvalent Bazeilles - Lycée des métiers de l'hôtellerie-restauration et du tourisme;GRAND EST;dont élèves en voie pro sco;48;42;46;-4;48;22;30
0090002D;Lycée général et technologique Gabriel Fauré;OCCITANIE;ensemble;32;61;52;9;32;42;26
0090003E;Lycée professionnel Jean Durroux;OCCITANIE;ensemble;53;33;30;3;53;15;32
0090006H;Lycée professionnel Joseph Marie Jacquard - Lycée des métiers des stations pyrénéennes;OCCITANIE;ensemble;54;33;35;-2;54;15;31
0090013R;Lycée polyvalent Mirepoix;OCCITANIE;dont apprentis;;;;;;;
0090013R;Lycée polyvalent Mirepoix;OCCITANIE;ensemble;47;37;45;-8;47;20;33
0090013R;Lycée polyvalent Mirepoix;OCCITANIE;dont élèves en voie pro sco;49;35;44;-8;49;18;33
0090015T;Lycée polyvalent Pyrène;OCCITANIE;dont apprentis;;;;;;;
0090015T;Lycée polyvalent Pyrène;OCCITANIE;ensemble;49;50;46;5;49;26;25
0090015T;Lycée polyvalent Pyrène;OCCITANIE;dont élèves en voie pro sco;48;50;45;5;48;26;26
0090018W;Lycée général du Couserans;OCCITANIE;ensemble;29;35;46;-11;29;25;46
0090019X;Lycée professionnel Aristide Bergès - Lycée des métiers bâtiment, habitat dans le développement durable;OCCITANIE;dont apprentis;;;;;;;
0090019X;Lycée professionnel Aristide Bergès - Lycée des métiers bâtiment, habitat dans le développement durable;OCCITANIE;ensemble;65;38;44;-6;65;13;22
0090019X;Lycée professionnel Aristide Bergès - Lycée des métiers bâtiment, habitat dans le développement durable;OCCITANIE;dont élèves en voie pro sco;70;33;33;1;70;10;20
0090020Y;Lycée professionnel François Camel - Lycée des métiers restauration et services à la personne;OCCITANIE;dont apprentis;;;;;;;
0090020Y;Lycée professionnel François Camel - Lycée des métiers restauration et services à la personne;OCCITANIE;ensemble;44;23;35;-11;44;13;43
0090020Y;Lycée professionnel François Camel - Lycée des métiers restauration et services à la personne;OCCITANIE;dont élèves en voie pro sco;47;20;32;-12;47;10;43
0090024C;Lycée professionnel Dr Philippe Tissié - Lycée des métiers maintenance des engins mécaniques;OCCITANIE;dont apprentis;;;;;;;
0090024C;Lycée professionnel Dr Philippe Tissié - Lycée des métiers maintenance des engins mécaniques;OCCITANIE;ensemble;63;43;46;-3;63;16;21
0090024C;Lycée professionnel Dr Philippe Tissié - Lycée des métiers maintenance des engins mécaniques;OCCITANIE;dont élèves en voie pro sco;63;42;46;-4;63;15;22
0090045A;Lycée professionnel privé Les Jacobins;OCCITANIE;ensemble;61;35;35;0;61;14;25
0090481Z;Etablissement régional d'enseignement adapté Guy Villeroux;OCCITANIE;dont apprentis;;;;;;;
0090481Z;Etablissement régional d'enseignement adapté Guy Villeroux;OCCITANIE;ensemble;45;33;32;2;45;18;37
0090481Z;Etablissement régional d'enseignement adapté Guy Villeroux;OCCITANIE;dont élèves en voie pro sco;47;25;24;1;47;13;40
0100003Z;Lycée polyvalent Gaston Bachelard;GRAND EST;dont apprentis;;;;;;;
0100003Z;Lycée polyvalent Gaston Bachelard;GRAND EST;ensemble;59;26;31;-5;59;11;30
0100003Z;Lycée polyvalent Gaston Bachelard;GRAND EST;dont élèves en voie pro sco;58;27;30;-3;58;11;31
0100004A;Lycée professionnel Val Moré - Lycée des métiers de la maintenance des matériels agricoles et de travaux publics;GRAND EST;dont apprentis;24;93;81;12;24;71;5
0100004A;Lycée professionnel Val Moré - Lycée des métiers de la maintenance des matériels agricoles et de travaux publics;GRAND EST;ensemble;34;61;53;7;34;40;26
0100004A;Lycée professionnel Val Moré - Lycée des métiers de la maintenance des matériels agricoles et de travaux publics;GRAND EST;dont élèves en voie pro sco;36;51;46;6;36;33;31
0100015M;Lycée général et technologique F. et I. Joliot Curie;GRAND EST;ensemble;7;51;53;-2;7;48;45
0100016N;Lycée professionnel Denis Diderot;GRAND EST;dont apprentis;;;;;;;
0100016N;Lycée professionnel Denis Diderot;GRAND EST;ensemble;49;25;31;-7;49;13;38
0100016N;Lycée professionnel Denis Diderot;GRAND EST;dont élèves en voie pro sco;51;21;28;-7;51;10;39
0100022V;Lycée général et technologique Chrestien de Troyes;GRAND EST;ensemble;47;58;56;2;47;31;22
0100023W;Lycée polyvalent Marie de Champagne;GRAND EST;dont apprentis;;;;;;;
0100023W;Lycée polyvalent Marie de Champagne;GRAND EST;ensemble;53;40;39;1;53;19;28
0100023W;Lycée polyvalent Marie de Champagne;GRAND EST;dont élèves en voie pro sco;54;40;39;1;54;19;27
0100025Y;Lycée polyvalent Les Lombards;GRAND EST;dont apprentis;43;;;;43;22;35
0100025Y;Lycée polyvalent Les Lombards;GRAND EST;ensemble;49;32;38;-7;49;16;35
0100025Y;Lycée polyvalent Les Lombards;GRAND EST;dont élèves en voie pro sco;49;31;37;-6;49;16;35
0100059K;Lycée technologique privé La Salle;GRAND EST;ensemble;52;46;49;-3;52;22;26
0100063P;Lycée professionnel privé Léonie Aviat;GRAND EST;ensemble;56;35;30;5;56;15;29
0100078F;Lycée professionnel privé Jeanne Mance;GRAND EST;ensemble;37;27;33;-6;37;17;46
0100945Y;Lycée professionnel Gabriel Voisin Lycée des Métiers de l'automobile et de la relation client;GRAND EST;dont apprentis;;;;;;;
0100945Y;Lycée professionnel Gabriel Voisin Lycée des Métiers de l'automobile et de la relation client;GRAND EST;ensemble;43;31;32;-1;43;18;39
0100945Y;Lycée professionnel Gabriel Voisin Lycée des Métiers de l'automobile et de la relation client;GRAND EST;dont élèves en voie pro sco;45;29;30;-1;45;16;39
0101015Z;Lycée professionnel privé La Salle - Lycée des métiers du bâtiment performant, du design et de la communication digitale;GRAND EST;ensemble;60;37;41;-4;60;15;25
0101016A;Lycée général et technologique Edouard Herriot;GRAND EST;dont apprentis;;;;;;;
0101016A;Lycée général et technologique Edouard Herriot;GRAND EST;ensemble;39;59;55;4;39;36;25
0101016A;Lycée général et technologique Edouard Herriot;GRAND EST;dont élèves en voie pro sco;39;58;55;4;39;35;26
0101022G;Lycée professionnel Edouard Herriot - Lycée des métiers de la mode, de l'hôtellerie et de la restauration;GRAND EST;ensemble;46;32;28;5;46;17;37
0110004V;Lycée général et technologique Paul Sabatier;OCCITANIE;ensemble;33;34;40;-5;33;23;44
0110007Y;Lycée polyvalent Jules Fil, lycée des métiers de la santé, du social et des sciences de l'industrie numérique;OCCITANIE;dont apprentis;;;;;;;
0110007Y;Lycée polyvalent Jules Fil, lycée des métiers de la santé, du social et des sciences de l'industrie numérique;OCCITANIE;ensemble;48;29;35;-6;48;15;37
0110007Y;Lycée polyvalent Jules Fil, lycée des métiers de la santé, du social et des sciences de l'industrie numérique;OCCITANIE;dont élèves en voie pro sco;49;28;34;-5;49;15;36
0110012D;Lycée polyvalent Germaine Tillion;OCCITANIE;dont apprentis;32;;;;32;57;11
0110012D;Lycée polyvalent Germaine Tillion;OCCITANIE;ensemble;51;47;40;7;51;23;26
0110012D;Lycée polyvalent Germaine Tillion;OCCITANIE;dont élèves en voie pro sco;52;43;37;6;52;21;27
0110019L;Lycée polyvalent Jacques Ruffié;OCCITANIE;ensemble;54;32;35;-3;54;15;31
0110022P;Lycée général et technologique Docteur Lacroix;OCCITANIE;ensemble;35;53;55;-2;35;35;30
0110023R;Lycée polyvalent Louise Michel;OCCITANIE;dont apprentis;;;;;;;
0110023R;Lycée polyvalent Louise Michel;OCCITANIE;ensemble;52;33;36;-4;52;16;32
0110023R;Lycée polyvalent Louise Michel;OCCITANIE;dont élèves en voie pro sco;52;32;36;-3;52;16;32
0110027V;Lycée professionnel Edouard Herriot;OCCITANIE;ensemble;50;26;26;-1;50;13;37
0110045P;Lycée polyvalent privé Saint Louis;OCCITANIE;ensemble;47;40;39;2;47;21;32
0110670U;Lycée polyvalent privé Beauséjour, lycée des métiers de la santé et du social;OCCITANIE;ensemble;55;33;29;4;55;15;30
0110823K;Lycée professionnel Charles Cros, lycée des métiers de la commercialisation et de l'hôtellerie restauration;OCCITANIE;ensemble;47;25;27;-2;47;13;40
0111048E;Lycée polyvalent Ernest Ferroul;OCCITANIE;ensemble;43;31;30;1;43;18;39
0120006S;Lycée polyvalent La Découverte;OCCITANIE;dont apprentis;30;90;78;12;30;64;6
0120006S;Lycée polyvalent La Découverte;OCCITANIE;ensemble;45;50;51;-1;45;27;28
0120006S;Lycée polyvalent La Découverte;OCCITANIE;dont élèves en voie pro sco;49;39;44;-5;49;20;31
0120012Y;Lycée général et technologique Jean Vigo;OCCITANIE;dont apprentis;;;;;;;
0120012Y;Lycée général et technologique Jean Vigo;OCCITANIE;ensemble;37;55;57;-2;37;35;28
0120012Y;Lycée général et technologique Jean Vigo;OCCITANIE;dont élèves en voie pro sco;35;54;57;-3;35;35;30
0120014A;Lycée professionnel Jean Vigo;OCCITANIE;ensemble;48;26;36;-10;48;14;38
0120024L;Lycée général et technologique Alexis Monteil;OCCITANIE;ensemble;43;63;54;10;43;36;21
0120025M;Lycée polyvalent Jean Jaurès - Lycée des métiers de l'énergie;OCCITANIE;dont apprentis;;;;;;;
0120025M;Lycée polyvalent Jean Jaurès - Lycée des métiers de l'énergie;OCCITANIE;ensemble;45;62;50;12;45;34;21
0120025M;Lycée polyvalent Jean Jaurès - Lycée des métiers de l'énergie;OCCITANIE;dont élèves en voie pro sco;49;57;45;12;49;29;22
0120031U;Lycée général et technologique Raymond Savignac;OCCITANIE;dont apprentis;;;;;;;
0120031U;Lycée général et technologique Raymond Savignac;OCCITANIE;ensemble;39;44;56;-12;39;27;34
0120031U;Lycée général et technologique Raymond Savignac;OCCITANIE;dont élèves en voie pro sco;29;41;53;-12;29;29;42
0120037A;Lycée professionnel Alexis Monteil - Lycée des métiers industrie et communication;OCCITANIE;dont apprentis;;;;;;;
0120037A;Lycée professionnel Alexis Monteil - Lycée des métiers industrie et communication;OCCITANIE;ensemble;58;49;47;2;58;21;21
